DATETIME,CPUCoreTemp_1,CPUCoreTemp_2,CPUCoreTemp_3,CPUCoreTemp_4,CPUCoreTemp_Package,CPUPackagePower,CPUCorePower,CPUCoreClock_1,CPUCoreClock_2,CPUCoreClock_3,CPUCoreClock_4
STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE
2020.12.01 05:40:12 380,54,65,55,54,65,8.93,7.187,2589.604,2589.604,2490.004,2589.604
2020.12.01 05:40:13 388,54,53,55,65,65,8.765,7.037,2689.204,2490.004,2490.004,2589.604
2020.12.01 05:40:14 396,53,67,53,52,67,8.852,7.101,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:40:15 405,54,54,55,65,65,9.011,7.262,2689.204,2689.204,2490.004,2788.804
2020.12.01 05:40:16 413,54,54,56,59,59,8.678,6.925,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:40:17 422,60,54,64,53,64,9.089,7.336,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:40:18 430,54,67,54,53,67,8.938,7.185,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:40:19 438,54,53,66,51,66,8.606,6.864,2490.004,2589.604,2689.205,2689.205
2020.12.01 05:40:20 450,55,52,66,52,66,8.995,7.242,2689.204,2589.604,2689.204,2689.204
2020.12.01 05:40:21 458,53,54,55,66,66,8.957,7.209,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:40:22 467,55,54,66,53,66,8.944,7.185,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:40:23 475,67,54,55,52,67,8.803,7.067,2689.204,2589.604,2490.004,2589.604
2020.12.01 05:40:24 483,54,53,65,52,65,8.953,7.19,2589.604,2589.604,2490.004,2490.004
2020.12.01 05:40:25 492,66,55,54,53,66,8.837,7.104,2689.204,2589.604,2689.204,2689.204
2020.12.01 05:40:26 500,53,67,53,51,67,8.719,6.968,2689.205,2689.205,2589.604,2689.205
2020.12.01 05:40:27 508,54,55,55,65,65,8.982,7.224,2689.205,2589.604,2689.205,2689.205
2020.12.01 05:40:28 517,54,56,55,66,66,8.967,7.219,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:40:29 525,54,54,65,52,65,8.789,7.056,2589.604,2689.204,2589.604,2689.204
2020.12.01 05:40:30 533,54,55,55,65,65,8.885,7.149,2589.604,2689.205,2589.604,2490.004
2020.12.01 05:40:31 542,54,54,56,63,63,8.9,7.153,2689.204,2689.204,2689.204,2589.604
2020.12.01 05:40:32 553,54,52,66,51,66,8.704,6.962,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:40:33 561,54,52,66,52,66,9.001,7.255,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:40:34 569,54,55,64,53,63,9.072,7.315,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:40:35 578,68,55,55,52,68,8.962,7.218,2490.004,2689.204,2689.204,2689.204
2020.12.01 05:40:36 586,55,60,55,52,60,8.734,6.999,2589.604,2490.004,2589.604,2490.004
2020.12.01 05:40:37 595,54,55,55,65,65,9.282,7.532,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:40:38 603,66,54,55,53,66,8.733,6.995,2589.604,2589.604,2689.204,2490.004
2020.12.01 05:40:39 612,54,54,65,52,65,8.72,6.987,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:40:40 620,54,54,55,63,63,8.895,7.161,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:40:41 628,54,55,62,54,62,8.925,7.182,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:40:42 638,54,52,53,51,54,7.79,6.048,2589.604,2589.604,2490.004,2490.004
2020.12.01 05:40:43 647,53,54,55,67,67,8.712,6.969,2689.205,2689.205,2490.004,2788.805
2020.12.01 05:40:44 655,67,55,54,52,67,8.94,7.195,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:40:45 663,68,54,54,52,68,8.656,6.922,2689.204,2589.604,2689.204,2689.204
2020.12.01 05:40:46 672,68,55,54,52,68,8.906,7.166,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:40:47 680,54,54,65,52,65,8.865,7.13,2589.604,2689.205,2689.205,2490.004
2020.12.01 05:40:48 689,67,56,56,54,67,9.02,7.274,2689.204,2490.004,2689.204,2589.604
2020.12.01 05:40:49 697,55,55,56,61,61,8.633,6.909,2589.604,2689.204,2689.204,2490.004
2020.12.01 05:40:50 708,53,64,55,53,63,8.86,7.118,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:40:51 720,66,56,53,53,66,8.909,7.173,2589.555,2489.957,2689.153,2689.153
2020.12.01 05:40:52 728,68,54,55,52,68,8.641,6.919,2689.255,2689.255,2689.255,2689.255
2020.12.01 05:40:53 737,54,67,54,52,67,9.021,7.282,2689.205,2589.605,2689.205,2689.205
2020.12.01 05:40:54 745,54,66,54,53,66,9.258,7.515,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:40:55 753,65,56,54,52,65,8.661,6.931,2689.204,2689.204,2490.004,2490.004
2020.12.01 05:40:56 763,53,67,53,52,67,8.938,7.198,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:40:57 771,54,53,66,53,66,8.941,7.206,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:40:58 779,52,54,55,66,66,8.755,7.012,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:40:59 788,54,66,54,53,66,8.993,7.255,2589.604,2689.204,2689.204,2589.604
2020.12.01 05:41:00 796,65,53,56,53,65,9.039,7.283,2490.004,2589.604,2689.204,2689.204
2020.12.01 05:41:01 804,54,65,56,57,62,8.875,7.131,2689.167,2589.568,2589.568,2489.969
2020.12.01 05:41:02 823,53,68,53,52,68,8.71,6.983,2589.64,2788.844,2689.242,2589.64
2020.12.01 05:41:03 832,54,54,65,52,65,8.951,7.207,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:04 840,54,54,56,64,64,8.87,7.128,2589.604,2689.205,2689.205,2490.004
2020.12.01 05:41:05 850,54,54,63,53,63,8.916,7.17,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:06 858,64,54,56,53,64,8.889,7.144,2689.204,2689.204,2490.004,2689.204
2020.12.01 05:41:07 866,66,55,54,52,66,8.721,6.982,2589.604,2490.004,2589.604,2589.604
2020.12.01 05:41:08 875,53,54,55,65,65,8.747,6.998,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:09 883,67,54,55,52,67,8.811,7.057,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:10 892,54,54,55,66,66,8.85,7.096,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:41:11 900,53,66,54,53,66,8.776,7.035,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:12 908,55,54,64,52,65,8.9,7.159,2589.604,2589.604,2689.204,2689.204
2020.12.01 05:41:13 917,54,65,54,53,65,8.824,7.092,2589.604,2589.604,2589.604,2589.604
2020.12.01 05:41:14 925,53,66,54,53,66,8.695,6.955,2589.604,2689.205,2689.205,2689.205
2020.12.01 05:41:15 934,54,53,65,51,65,8.924,7.177,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:41:16 943,55,54,65,52,65,8.911,7.169,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:17 951,54,55,62,52,62,9.034,7.275,2689.204,2490.004,2689.204,2689.204
2020.12.01 05:41:18 960,53,67,54,52,67,8.764,7.026,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:19 969,54,53,62,54,62,8.988,7.244,2689.204,2689.204,2689.204,2490.004
2020.12.01 05:41:20 981,55,65,55,53,65,8.888,7.146,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:41:21 989,66,56,55,53,66,8.692,6.953,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:41:22 997,66,54,54,52,66,8.822,7.091,2589.604,2589.604,2490.004,2490.004
2020.12.01 05:41:24 006,64,55,54,52,64,8.923,7.182,2689.205,2589.604,2689.205,2689.205
2020.12.01 05:41:25 014,52,66,54,52,66,8.698,6.957,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:26 023,67,54,54,52,67,8.923,7.182,2589.604,2689.204,2589.604,2689.204
2020.12.01 05:41:27 031,54,52,56,63,63,8.954,7.213,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:28 039,54,56,63,57,63,8.795,7.066,2490.004,2490.004,2589.604,2490.004
2020.12.01 05:41:29 047,54,54,55,67,67,8.901,7.161,2490.004,2490.004,2589.604,2689.204
2020.12.01 05:41:30 056,53,54,55,66,66,8.932,7.209,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:31 064,54,53,55,65,65,8.807,7.072,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:32 073,54,54,55,67,67,8.774,7.051,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:33 081,55,54,64,52,64,9.057,7.313,2589.604,2689.205,2689.205,2689.205
2020.12.01 05:41:34 089,54,53,65,53,65,8.947,7.193,2689.204,2689.204,2689.204,2589.604
2020.12.01 05:41:35 098,67,55,55,52,67,8.76,7.036,2589.604,2490.004,2689.204,2689.204
2020.12.01 05:41:36 106,54,63,54,53,63,8.903,7.172,2589.604,2490.004,2490.004,2689.205
2020.12.01 05:41:37 114,54,53,65,52,65,8.897,7.157,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:41:38 123,53,67,53,52,67,8.785,7.055,2689.204,2589.604,2689.204,2689.204
2020.12.01 05:41:39 131,67,55,54,51,67,8.963,7.22,2589.604,2689.205,2689.205,2689.205
2020.12.01 05:41:40 140,59,56,56,54,59,8.996,7.245,2490.004,2490.004,2490.004,2490.004
2020.12.01 05:41:41 148,54,66,56,52,66,8.777,7.039,2589.604,2490.004,2490.004,2589.604
2020.12.01 05:41:42 157,53,68,54,52,68,8.82,7.082,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:43 166,54,67,54,52,67,9.217,7.475,2589.604,2689.204,2490.004,2589.604
2020.12.01 05:41:44 174,55,66,55,53,66,8.97,7.222,2490.004,2589.604,2689.204,2689.204
2020.12.01 05:41:45 182,67,55,55,52,68,8.805,7.07,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:46 190,67,54,55,52,67,8.979,7.239,2689.204,2689.204,2490.004,2689.204
2020.12.01 05:41:47 199,54,55,56,65,65,8.919,7.181,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:48 207,53,65,54,53,65,8.756,7.029,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:49 215,53,65,54,52,65,9.013,7.257,2490.004,2490.004,2589.604,2689.204
2020.12.01 05:41:50 224,53,69,53,52,69,8.992,7.26,2689.205,2589.604,2689.205,2689.205
2020.12.01 05:41:51 235,68,54,54,51,67,8.675,6.937,2689.204,2589.604,2689.204,2689.204
2020.12.01 05:41:52 243,53,67,54,52,67,8.914,7.181,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:41:53 252,65,56,54,52,65,9.025,7.295,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:54 260,54,54,56,65,65,8.676,6.944,2689.205,2689.205,2589.604,2490.004
2020.12.01 05:41:55 269,54,53,65,52,65,8.989,7.249,2589.604,2589.604,2689.204,2689.204
2020.12.01 05:41:56 278,55,54,64,52,64,8.945,7.215,2689.204,2689.204,2689.204,2490.004
2020.12.01 05:41:57 286,54,55,62,53,62,8.984,7.251,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:41:58 294,54,58,56,64,64,8.876,7.141,2589.604,2490.004,2689.205,2589.604
2020.12.01 05:41:59 302,54,52,65,52,65,8.844,7.114,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:42:00 311,55,54,65,52,65,9.028,7.285,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:42:01 320,54,52,66,51,66,8.834,7.085,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:02 328,54,52,66,52,66,9.008,7.255,2689.204,2589.604,2589.604,2689.204
2020.12.01 05:42:03 336,54,54,55,65,65,9.082,7.318,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:42:04 345,54,56,55,65,65,8.677,6.947,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:05 354,54,54,55,63,63,8.877,7.122,2490.004,2589.604,2689.204,2689.204
2020.12.01 05:42:06 363,54,54,55,66,66,9.076,7.32,2689.205,2689.205,2490.004,2589.604
2020.12.01 05:42:07 372,54,52,66,51,66,8.727,6.988,2589.604,2689.204,2490.004,2589.604
2020.12.01 05:42:08 380,54,53,56,63,63,8.86,7.113,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:42:09 389,54,52,66,52,66,8.949,7.192,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:10 397,54,54,56,65,65,8.698,6.943,2490.004,2490.004,2490.004,2490.004
2020.12.01 05:42:11 406,64,54,55,52,64,8.821,7.055,2689.204,2689.204,2689.204,2490.004
2020.12.01 05:42:12 414,67,54,54,52,67,9.09,7.318,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:42:13 422,54,54,55,62,62,8.831,7.078,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:42:14 432,54,67,54,52,67,8.767,7.025,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:42:15 440,56,61,54,52,61,8.857,7.107,2589.604,2689.204,2589.604,2490.004
2020.12.01 05:42:16 448,64,56,56,54,62,8.943,7.186,2589.604,2490.004,2689.204,2689.204
2020.12.01 05:42:17 458,54,66,53,52,66,8.804,7.066,2689.204,2689.204,2490.004,2490.004
2020.12.01 05:42:18 466,67,55,54,52,67,8.982,7.22,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:42:19 475,54,53,66,52,66,8.982,7.233,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:42:20 483,53,67,53,52,67,8.7,6.977,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:42:21 494,54,54,64,52,64,8.81,7.059,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:22 503,56,65,54,52,65,8.97,7.237,2589.604,2490.004,2589.604,2589.604
2020.12.01 05:42:23 511,66,55,54,52,66,8.768,7.032,2589.604,2689.205,2689.205,2490.004
2020.12.01 05:42:24 519,67,54,55,51,66,8.956,7.204,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:25 528,53,53,56,64,64,8.926,7.185,2589.604,2689.205,2689.205,2589.604
2020.12.01 05:42:26 536,54,53,66,52,66,8.85,7.109,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:27 545,64,56,54,52,64,8.87,7.136,2689.204,2689.204,2689.204,2490.004
2020.12.01 05:42:28 554,54,67,53,53,67,8.863,7.116,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:42:29 562,56,65,55,53,65,9.085,7.337,2490.004,2490.004,2689.204,2589.604
2020.12.01 05:42:30 571,54,54,63,52,63,8.719,7.002,2689.205,2689.205,2589.604,2589.604
2020.12.01 05:42:31 579,54,52,66,52,66,8.847,7.11,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:42:32 588,68,55,54,52,68,8.967,7.22,2490.004,2689.204,2689.204,2689.204
2020.12.01 05:42:33 596,54,64,55,52,64,8.683,6.954,2490.004,2689.205,2689.205,2589.604
2020.12.01 05:42:34 605,55,65,54,53,65,8.997,7.259,2490.004,2589.604,2689.204,2689.204
2020.12.01 05:42:35 613,54,57,56,63,63,8.978,7.226,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:42:36 622,53,65,54,52,65,8.629,6.892,2490.004,2589.604,2589.604,2589.604
2020.12.01 05:42:37 631,54,67,54,52,67,9.064,7.317,2490.004,2689.204,2689.204,2689.204
2020.12.01 05:42:38 639,54,67,53,52,67,9.02,7.281,2689.204,2689.204,2788.805,2589.604
2020.12.01 05:42:39 647,54,67,54,52,67,8.842,7.103,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:42:40 656,55,63,55,52,63,8.722,6.993,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:42:41 664,55,56,56,63,63,8.849,7.106,2589.604,2589.604,2589.604,2689.205
2020.12.01 05:42:42 673,56,54,56,53,56,8.727,6.991,2589.604,2490.004,2589.604,2589.604
2020.12.01 05:42:43 682,67,54,54,51,67,8.815,7.082,2589.604,2689.204,2689.204,2589.604
2020.12.01 05:42:44 690,52,67,54,52,67,8.896,7.169,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:45 698,54,53,65,52,65,8.915,7.184,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:42:46 706,53,55,55,66,66,8.649,6.919,2490.004,2589.604,2589.604,2490.004
2020.12.01 05:42:47 715,54,60,56,52,60,8.96,7.214,2689.205,2589.604,2490.004,2689.205
2020.12.01 05:42:48 723,66,56,54,52,66,8.933,7.187,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:49 732,54,65,55,58,65,8.849,7.117,2589.604,2589.604,2490.004,2490.004
2020.12.01 05:42:50 744,54,54,63,52,63,8.747,7.018,2689.204,2589.604,2689.204,2689.204
2020.12.01 05:42:51 755,54,52,65,52,65,8.806,7.067,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:42:52 763,54,67,54,52,67,8.86,7.136,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:42:53 772,67,54,55,52,66,8.746,7.013,2689.204,2689.204,2589.604,2490.004
2020.12.01 05:42:54 780,54,61,55,55,61,8.954,7.216,2589.604,2589.604,2490.004,2589.604
2020.12.01 05:42:55 789,58,54,63,53,63,8.899,7.167,2490.004,2589.604,2689.204,2689.204
2020.12.01 05:42:56 804,54,54,55,63,63,8.774,7.045,2490.004,2490.004,2589.604,2689.205
2020.12.01 05:42:57 814,54,66,55,52,66,8.911,7.179,2490.004,2689.204,2689.204,2689.204
2020.12.01 05:42:58 824,49,50,50,49,51,6.078,4.323,796.801,796.801,796.801,796.801
2020.12.01 05:42:59 832,54,52,66,51,66,7.466,5.722,2589.604,2689.205,2689.205,2589.604
2020.12.01 05:43:00 841,52,54,55,65,65,9.12,7.368,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:43:01 851,61,58,55,53,62,8.85,7.112,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:43:02 860,54,65,56,56,65,8.67,6.945,2589.604,2490.004,2589.604,2490.004
2020.12.01 05:43:03 868,56,53,64,52,64,8.761,7.019,2689.205,2689.205,2589.604,2490.004
2020.12.01 05:43:04 877,54,52,66,52,66,8.824,7.08,2689.204,2689.204,2689.204,2589.604
2020.12.01 05:43:05 886,54,66,56,53,66,8.924,7.186,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:06 894,53,54,55,65,65,8.866,7.113,2689.204,2689.204,2689.204,2490.004
2020.12.01 05:43:07 903,55,52,65,52,65,8.846,7.097,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:08 912,54,55,56,64,64,8.943,7.199,2490.004,2490.004,2490.004,2490.004
2020.12.01 05:43:09 920,54,54,56,67,67,8.69,6.945,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:10 928,54,54,64,52,64,8.944,7.204,2490.004,2689.204,2689.204,2589.604
2020.12.01 05:43:11 937,54,54,56,66,66,8.987,7.249,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:43:12 946,54,57,55,66,66,8.838,7.09,2490.004,2689.205,2689.205,2689.205
2020.12.01 05:43:13 954,54,61,55,57,61,8.814,7.083,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:43:14 963,56,65,55,53,65,8.958,7.215,2490.004,2689.204,2490.004,2689.204
2020.12.01 05:43:15 972,54,54,56,64,64,8.797,7.068,2490.004,2490.004,2490.004,2490.004
2020.12.01 05:43:16 981,54,67,54,53,67,8.849,7.115,2589.604,2589.604,2589.604,2490.004
2020.12.01 05:43:17 989,54,54,55,65,65,8.894,7.147,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:18 998,54,54,55,64,64,9.182,7.422,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:20 006,54,53,65,52,65,8.641,6.908,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:43:21 014,54,64,55,54,64,8.859,7.126,2589.604,2589.604,2689.204,2689.204
2020.12.01 05:43:22 026,54,65,53,52,65,8.819,7.096,2589.604,2589.604,2589.604,2589.604
2020.12.01 05:43:23 034,53,54,55,64,64,8.526,6.817,2490.004,2490.004,2589.604,2490.004
2020.12.01 05:43:24 042,54,67,54,53,67,9.102,7.363,2689.205,2689.205,2589.604,2689.205
2020.12.01 05:43:25 051,54,55,56,58,58,8.915,7.188,2490.004,2490.004,2490.004,2689.204
2020.12.01 05:43:26 059,54,54,65,52,65,8.859,7.132,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:27 067,54,63,55,53,63,8.776,7.054,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:28 076,63,55,56,52,63,8.843,7.113,2689.204,2490.004,2589.604,2689.204
2020.12.01 05:43:29 084,54,54,56,64,64,8.928,7.198,2490.004,2490.004,2490.004,2589.604
2020.12.01 05:43:30 092,54,66,54,53,66,8.806,7.076,2589.605,2589.605,2788.805,2689.205
2020.12.01 05:43:31 101,53,67,53,53,67,8.939,7.195,2689.204,2689.204,2490.004,2689.204
2020.12.01 05:43:32 109,54,67,55,53,67,8.974,7.236,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:43:33 118,54,55,55,67,67,8.719,6.987,2589.604,2589.604,2490.004,2689.204
2020.12.01 05:43:34 128,55,53,64,52,64,9.062,7.312,2689.204,2490.004,2689.204,2689.204
2020.12.01 05:43:35 136,66,55,54,52,66,9.021,7.27,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:43:36 144,67,54,54,52,67,8.728,6.993,2490.004,2689.205,2689.205,2689.205
2020.12.01 05:43:37 153,54,66,54,53,66,8.931,7.189,2689.205,2689.205,2589.604,2689.205
2020.12.01 05:43:38 161,54,65,54,53,65,8.971,7.211,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:43:39 169,59,54,62,57,62,8.728,6.993,2490.004,2589.604,2589.604,2589.604
2020.12.01 05:43:40 178,66,54,55,52,66,8.795,7.044,2589.604,2589.604,2589.604,2490.004
2020.12.01 05:43:41 187,53,67,53,52,67,8.941,7.178,2689.204,2589.604,2689.204,2490.004
2020.12.01 05:43:42 195,67,55,55,53,68,8.991,7.239,2490.004,2689.204,2689.204,2689.204
2020.12.01 05:43:43 203,54,52,66,52,66,8.773,7.026,2589.604,2490.004,2689.205,2689.205
2020.12.01 05:43:44 212,66,54,55,53,66,8.888,7.129,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:45 220,58,60,55,53,60,8.871,7.118,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:46 229,54,61,56,52,61,8.612,6.861,2689.204,2689.204,2689.204,2589.604
2020.12.01 05:43:47 237,54,57,55,63,63,8.895,7.15,2490.004,2490.004,2490.004,2589.604
2020.12.01 05:43:48 245,67,54,55,52,67,8.722,6.98,2490.004,2490.004,2589.604,2689.205
2020.12.01 05:43:49 254,54,65,54,53,65,8.897,7.161,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:43:50 262,68,54,54,52,68,8.944,7.184,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:51 271,54,54,56,61,61,8.984,7.227,2490.005,2689.205,2490.005,2689.205
2020.12.01 05:43:52 282,55,56,62,53,62,9.056,7.303,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:53 291,66,55,55,52,66,8.781,7.038,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:43:54 299,67,54,55,52,66,8.974,7.204,2490.004,2589.604,2589.604,2689.204
2020.12.01 05:43:55 307,54,67,54,54,67,8.999,7.236,2689.205,2689.205,2589.604,2689.205
2020.12.01 05:43:56 316,53,54,55,65,65,8.832,7.078,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:43:57 324,54,53,67,52,67,8.972,7.204,2589.604,2689.204,2689.204,2689.204
2020.12.01 05:43:58 332,54,65,55,53,65,8.88,7.122,2589.604,2490.004,2589.604,2689.204
2020.12.01 05:43:59 340,53,66,53,52,66,8.527,6.794,2589.604,2589.604,2589.604,2490.004
2020.12.01 05:44:00 349,55,52,66,53,66,9.059,7.3,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:44:01 357,68,54,55,52,68,8.984,7.213,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:44:02 365,68,54,55,52,68,8.743,6.989,2689.205,2490.004,2689.205,2689.205
2020.12.01 05:44:03 374,53,53,63,53,63,8.858,7.104,2689.205,2689.205,2788.805,2689.205
2020.12.01 05:44:04 382,54,54,55,64,64,8.851,7.091,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:44:05 390,53,65,54,57,65,8.735,6.987,2589.604,2589.604,2589.604,2589.604
2020.12.01 05:44:06 399,53,66,53,53,66,9.029,7.261,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:44:07 408,54,54,64,52,64,8.908,7.145,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:44:08 416,54,53,56,63,63,9.029,7.273,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:44:09 424,61,57,54,52,61,8.769,7.031,2689.204,2589.604,2490.004,2589.604
2020.12.01 05:44:10 432,53,54,55,66,66,8.88,7.135,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:44:11 441,54,68,53,53,68,8.857,7.108,2689.204,2589.604,2589.604,2589.604
2020.12.01 05:44:12 450,65,54,55,53,65,8.967,7.197,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:44:13 458,54,54,65,52,65,8.87,7.115,2490.004,2689.205,2689.205,2589.604
2020.12.01 05:44:14 466,66,56,56,54,66,8.993,7.238,2490.004,2589.604,2490.004,2490.004
2020.12.01 05:44:15 474,65,54,55,52,65,8.612,6.87,2589.604,2589.604,2490.004,2490.004
2020.12.01 05:44:16 483,53,54,55,65,65,8.783,7.023,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:44:17 491,54,52,66,52,66,8.928,7.159,2689.204,2490.004,2589.604,2589.604
2020.12.01 05:44:18 499,53,67,53,52,67,8.853,7.116,2689.205,2689.205,2689.205,2689.205
2020.12.01 05:44:19 508,65,54,55,53,65,8.839,7.095,2689.204,2689.204,2589.604,2689.204
2020.12.01 05:44:20 516,56,62,55,53,62,8.895,7.146,2589.604,2589.604,2689.204,2689.204
2020.12.01 05:44:21 524,66,54,55,57,66,8.635,6.903,2490.004,2490.004,2589.604,2490.004
2020.12.01 05:44:22 535,54,54,56,59,59,8.863,7.113,2589.604,2689.204,2589.604,2589.604
2020.12.01 05:44:23 543,54,55,55,65,65,9.075,7.32,2689.205,2689.205,2689.205,2589.604
2020.12.01 05:44:24 551,54,54,56,66,66,8.775,7.028,2689.204,2689.204,2689.204,2589.604
2020.12.01 05:44:25 560,54,53,56,60,60,8.888,7.148,2689.205,2689.205,2490.004,2689.205
2020.12.01 05:44:26 568,54,66,53,53,66,8.976,7.217,2490.004,2490.004,2490.004,2490.004
2020.12.01 05:44:27 576,53,54,65,53,65,8.886,7.139,2689.204,2689.204,2689.204,2589.604
2020.12.01 05:44:28 585,54,65,55,52,65,8.739,6.986,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:44:29 593,54,52,66,52,66,8.964,7.203,2689.204,2689.204,2689.204,2689.204
2020.12.01 05:44:30 602,54,65,54,52,65,8.905,7.162,2689.205,2490.004,2689.205,2689.205
2020.12.01 05:44:31 610,60,54,64,53,64,8.688,6.94,2589.604,2490.004,2689.204,2490.004
2020.12.01 05:44:32 618,54,52,67,52,67,8.7,6.961,2589.604,2589.604,2788.804,2589.604
2020.12.01 05:44:33 627,54,52,67,51,67,8.841,7.085,2589.604,2689.205,2689.205,2689.205
