DATETIME,CPUCoreTemp_1,CPUCoreTemp_2,CPUCoreTemp_3,CPUCoreTemp_4,CPUCoreTemp_Package,CPUPackagePower,CPUCorePower,CPUCoreClock_1,CPUCoreClock_2,CPUCoreClock_3,CPUCoreClock_4
STRING,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE
2020.12.01 00:00:00 203,47,45,45,43,48,3.489,1.729,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:00:01 211,44,45,46,43,46,3.379,1.612,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:00:02 218,43,43,44,43,45,4.551,2.793,2788.805,2788.805,2788.805,2788.805
2020.12.01 00:00:03 226,43,43,45,42,45,3.287,1.523,2390.404,2390.404,2390.404,2091.603
2020.12.01 00:00:04 234,44,46,46,43,46,3.177,1.415,2490.004,2589.604,2689.204,2589.604
2020.12.01 00:00:05 244,42,43,44,42,44,2.909,1.164,796.801,2689.204,2689.204,2490.004
2020.12.01 00:00:06 253,42,43,44,42,44,3.151,1.39,1792.803,1792.803,1494.003,1494.003
2020.12.01 00:00:07 260,43,45,46,43,46,3.4,1.64,796.801,796.801,796.801,796.801
2020.12.01 00:00:08 267,49,45,46,43,50,3.056,1.314,2589.604,2490.004,2490.004,2490.004
2020.12.01 00:00:09 276,44,45,45,45,45,3.176,1.427,2689.205,2589.604,2689.205,2689.205
2020.12.01 00:00:10 284,43,45,44,42,45,3.249,1.484,2788.804,2788.804,2788.804,2689.204
2020.12.01 00:00:11 292,43,43,44,43,44,3.064,1.319,1593.603,1593.603,1294.802,1294.802
2020.12.01 00:00:12 301,43,44,44,42,44,3.194,1.441,1992.003,1992.003,1992.003,1693.203
2020.12.01 00:00:13 309,42,44,44,42,44,3.601,1.851,896.401,896.401,896.401,896.401
2020.12.01 00:00:14 317,44,45,45,43,45,3.264,1.506,2689.205,2689.205,2689.205,2390.404
2020.12.01 00:00:15 324,43,43,45,43,45,3.111,1.357,2390.404,2390.404,2390.404,2390.404
2020.12.01 00:00:16 333,43,43,44,43,44,3.23,1.477,2788.805,2788.805,2788.805,2788.805
2020.12.01 00:00:17 341,47,46,46,43,47,3.394,1.646,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:00:18 350,46,46,45,43,46,3.195,1.448,2490.004,2490.004,2490.004,2490.004
2020.12.01 00:00:19 359,43,45,44,42,45,3.286,1.553,2689.204,2589.604,2589.604,2589.604
2020.12.01 00:00:20 368,43,43,44,42,44,3.324,1.586,796.801,796.801,796.801,796.801
2020.12.01 00:00:21 375,42,43,44,42,44,2.854,1.12,1593.603,2689.205,2689.205,2788.805
2020.12.01 00:00:22 385,44,44,45,43,45,3.371,1.631,1992.003,1992.003,1992.003,1992.003
2020.12.01 00:00:23 394,42,44,44,43,44,3.179,1.434,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:00:24 403,43,45,46,42,46,3.167,1.444,796.801,796.801,796.801,796.801
2020.12.01 00:00:25 410,42,43,44,42,44,3.177,1.45,796.801,796.801,796.801,796.801
2020.12.01 00:00:26 418,44,44,44,42,44,3.317,1.576,2589.606,2689.206,2689.206,2589.606
2020.12.01 00:00:27 427,46,45,45,45,45,3.167,1.432,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:00:28 434,48,45,45,43,48,3.132,1.398,2490.004,2490.004,2490.004,2490.004
2020.12.01 00:00:29 443,43,43,44,43,44,3.255,1.51,796.801,796.801,796.801,796.801
2020.12.01 00:00:30 453,48,45,47,43,47,3.493,1.738,2490.005,2589.605,2689.205,2689.205
2020.12.01 00:00:31 461,46,44,44,42,46,3.073,1.334,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:00:32 469,43,43,44,42,44,3.361,1.601,796.801,796.801,796.801,796.801
2020.12.01 00:00:33 486,48,47,45,43,48,3.326,1.564,2490.005,2689.205,2689.205,2788.805
2020.12.01 00:00:34 498,42,44,45,43,45,3.014,1.262,1593.602,2689.203,2689.203,2589.603
2020.12.01 00:00:35 509,48,46,46,43,48,3.509,1.736,2490.005,2490.005,2490.005,2490.005
2020.12.01 00:00:36 517,42,43,44,43,44,3.494,1.736,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:00:37 526,43,43,44,43,44,3.664,1.903,796.801,796.801,2490.003,2689.204
2020.12.01 00:00:38 534,42,43,44,42,44,3.336,1.566,1992.004,1992.004,1992.004,1992.004
2020.12.01 00:00:39 543,42,43,44,42,44,3.175,1.421,796.801,796.801,796.801,796.801
2020.12.01 00:00:40 552,42,43,44,43,44,3.131,1.38,796.801,796.801,796.801,796.801
2020.12.01 00:00:41 560,42,43,44,43,45,3.802,2.037,796.801,796.801,796.801,796.801
2020.12.01 00:00:42 568,43,45,45,43,45,3.403,1.643,2390.405,2390.405,2091.604,2091.604
2020.12.01 00:00:43 576,45,43,44,43,45,3.104,1.36,2589.604,2689.204,2689.204,2689.204
2020.12.01 00:00:44 584,42,43,44,42,44,3.435,1.674,796.801,796.801,796.801,796.801
2020.12.01 00:00:45 592,42,44,44,43,45,3.459,1.703,796.801,796.801,796.801,796.801
2020.12.01 00:00:46 601,43,44,44,42,45,3.256,1.494,2490.004,2490.004,2689.205,2788.805
2020.12.01 00:00:47 610,42,45,44,42,45,3.705,1.937,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:00:48 621,42,43,44,42,44,3.016,1.256,796.801,796.801,796.801,796.801
2020.12.01 00:00:49 629,42,43,44,48,48,2.888,1.14,2589.605,2490.005,2490.005,2490.005
2020.12.01 00:00:50 638,43,44,46,50,50,3.522,1.733,2589.604,2490.004,2490.004,2589.604
2020.12.01 00:00:51 646,43,45,46,50,50,3.591,1.832,2490.004,2490.004,2589.604,2689.204
2020.12.01 00:00:52 655,43,44,47,52,52,3.013,1.254,2490.004,2490.004,2490.004,2689.205
2020.12.01 00:00:53 663,43,44,46,51,51,3.715,1.943,2689.204,2490.004,2788.804,2788.804
2020.12.01 00:00:54 671,45,44,47,44,47,3.59,1.833,2589.604,2490.004,2689.204,2788.804
2020.12.01 00:00:55 680,45,45,46,44,47,3.519,1.752,2689.205,2589.604,2589.604,2589.604
2020.12.01 00:00:56 688,46,45,47,47,47,3.015,1.26,2490.004,2490.004,2490.004,2589.604
2020.12.01 00:00:57 699,54,47,46,45,54,3.917,2.155,2689.204,2589.604,2589.604,2689.204
2020.12.01 00:00:58 707,52,50,52,48,52,8.996,7.273,2589.604,2689.205,2689.205,2589.604
2020.12.01 00:00:59 716,50,56,48,47,56,8.785,7.079,2589.604,2689.205,2689.205,2689.205
2020.12.01 00:01:00 724,47,59,49,48,59,8.993,7.271,2490.004,2490.004,2589.604,2589.604
2020.12.01 00:01:01 733,47,48,48,59,59,9.187,7.452,2589.604,2589.604,2589.604,2490.004
2020.12.01 00:01:02 742,48,47,59,46,59,8.744,7.03,2689.204,2689.204,2589.604,2689.204
2020.12.01 00:01:03 750,47,59,48,47,59,8.974,7.241,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:01:04 759,48,48,57,47,57,8.963,7.227,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:01:05 767,49,48,58,48,58,8.905,7.18,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:06 775,51,52,52,47,52,8.889,7.166,2490.004,2490.004,2589.604,2490.004
2020.12.01 00:01:07 784,47,48,50,59,59,8.882,7.146,2689.204,2689.204,2589.604,2689.204
2020.12.01 00:01:08 792,47,60,48,47,60,8.89,7.165,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:09 800,47,48,50,59,59,8.798,7.074,2490.004,2689.204,2689.204,2689.204
2020.12.01 00:01:10 809,47,48,57,47,57,8.885,7.147,2589.604,2689.204,2689.204,2689.204
2020.12.01 00:01:11 817,56,49,55,48,56,8.948,7.225,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:01:12 825,47,59,48,47,59,8.76,7.052,2589.604,2490.004,2490.004,2490.004
2020.12.01 00:01:13 834,61,49,49,47,61,8.957,7.227,2689.205,2689.205,2589.604,2589.604
2020.12.01 00:01:14 842,60,49,50,47,60,8.959,7.235,2689.204,2689.204,2589.604,2589.604
2020.12.01 00:01:15 851,58,49,48,47,58,8.669,6.942,2689.204,2490.004,2689.204,2689.204
2020.12.01 00:01:16 859,47,48,50,59,59,8.964,7.223,2589.604,2689.205,2689.205,2689.205
2020.12.01 00:01:17 867,49,48,51,57,57,8.976,7.246,2689.205,2490.004,2689.205,2689.205
2020.12.01 00:01:18 877,49,57,52,48,57,9.063,7.331,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:19 885,48,48,50,59,59,8.941,7.221,2490.004,2589.604,2490.004,2589.604
2020.12.01 00:01:20 894,61,50,49,47,61,8.988,7.251,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:01:21 902,52,59,48,48,59,9.047,7.324,2589.605,2589.605,2490.005,2490.005
2020.12.01 00:01:22 910,48,60,48,48,60,8.765,7.041,2689.205,2589.604,2689.205,2689.205
2020.12.01 00:01:23 919,49,48,52,55,55,9.044,7.314,2689.204,2689.204,2689.204,2589.604
2020.12.01 00:01:24 927,55,50,50,52,55,9.004,7.27,2589.604,2589.604,2589.604,2689.205
2020.12.01 00:01:25 935,48,47,62,47,62,8.756,7.035,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:26 943,47,50,57,47,56,8.94,7.201,2689.204,2689.204,2589.604,2689.204
2020.12.01 00:01:27 952,48,48,49,59,59,8.95,7.223,2589.604,2490.004,2689.204,2689.204
2020.12.01 00:01:28 961,48,59,50,48,59,8.867,7.137,2689.205,2689.205,2689.205,2589.604
2020.12.01 00:01:29 969,54,55,50,48,55,8.92,7.195,2589.604,2689.204,2689.204,2689.204
2020.12.01 00:01:30 979,48,58,50,49,58,9.001,7.27,2689.204,2689.204,2589.604,2689.204
2020.12.01 00:01:31 988,48,48,51,58,58,8.878,7.132,2689.204,2490.004,2689.204,2589.604
2020.12.01 00:01:32 996,49,60,49,48,60,8.86,7.121,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:34 005,59,49,49,47,59,8.944,7.193,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:35 013,48,49,56,47,56,8.956,7.212,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:36 021,58,49,50,48,58,8.955,7.212,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:37 030,58,49,51,48,58,8.991,7.243,2689.204,2589.604,2689.204,2589.604
2020.12.01 00:01:38 038,48,48,50,59,59,8.976,7.239,2689.205,2490.004,2490.004,2589.604
2020.12.01 00:01:39 046,60,50,49,48,60,8.989,7.256,2589.604,2689.204,2689.204,2689.204
2020.12.01 00:01:40 055,61,49,50,47,61,9.013,7.28,2689.204,2689.204,2589.604,2689.204
2020.12.01 00:01:41 063,48,48,59,47,59,8.976,7.236,2689.204,2689.204,2689.204,2589.604
2020.12.01 00:01:42 072,45,45,46,44,47,5.436,3.663,796.801,796.801,796.801,796.801
2020.12.01 00:01:43 079,45,46,46,44,46,3.504,1.745,1892.403,1593.603,1593.603,1593.603
2020.12.01 00:01:44 088,46,46,46,43,46,3.774,2.006,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:01:45 095,44,45,45,43,45,3.592,1.825,2191.204,1892.404,1892.404,1892.404
2020.12.01 00:01:46 103,44,45,46,43,46,3.46,1.697,2390.404,2390.404,2091.604,2091.604
2020.12.01 00:01:47 111,45,46,46,44,47,3.973,2.198,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:48 117,46,46,46,43,46,3.822,2.056,2490.004,2490.004,2490.004,2490.004
2020.12.01 00:01:49 127,44,45,45,44,45,3.313,1.555,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:01:50 134,43,45,45,43,45,3.763,2.003,1792.803,1792.803,1792.803,1792.803
2020.12.01 00:01:51 142,44,46,46,43,46,3.673,1.899,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:01:52 149,44,45,45,44,45,3.321,1.563,2490.004,2589.604,2689.204,2689.204
2020.12.01 00:01:53 158,44,45,46,43,46,3.91,2.145,2689.204,2589.604,2390.404,2390.404
2020.12.01 00:01:54 166,43,45,45,44,45,3.772,2.006,1195.202,1195.202,1195.202,1195.202
2020.12.01 00:01:55 176,43,46,48,43,48,3.553,1.802,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:01:56 184,49,45,46,44,49,3.811,2.054,2689.205,2689.205,2589.604,2689.205
2020.12.01 00:01:57 192,47,47,46,43,49,3.898,2.134,2589.604,2589.604,2589.604,2689.204
2020.12.01 00:01:58 204,47,45,46,43,47,3.483,1.734,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:01:59 215,46,43,46,44,46,3.956,2.201,2689.205,2490.004,2490.004,2490.004
2020.12.01 00:02:00 231,44,45,45,43,45,3.255,1.487,796.801,796.801,796.801,796.801
2020.12.01 00:02:01 240,46,46,47,53,53,3.68,1.92,2689.206,2589.606,2589.606,2589.606
2020.12.01 00:02:02 249,46,46,47,46,47,3.72,1.955,2589.604,2689.204,2589.604,2689.204
2020.12.01 00:02:03 257,44,45,46,54,54,3.562,1.814,2490.004,2689.204,2589.604,2490.004
2020.12.01 00:02:04 271,46,48,48,56,56,3.916,2.158,2589.604,2689.205,2689.205,2689.205
2020.12.01 00:02:05 280,49,46,47,56,56,3.631,1.881,2589.604,2689.204,2589.604,2689.204
2020.12.01 00:02:06 289,52,46,48,46,52,3.858,2.121,2589.604,2689.204,2689.204,2589.604
2020.12.01 00:02:07 297,47,46,47,46,47,4.022,2.266,2589.604,2490.004,2689.204,2589.604
2020.12.01 00:02:08 306,49,46,47,44,49,3.357,1.62,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:02:09 314,47,45,47,44,47,3.885,2.154,2490.004,2191.204,2191.204,2191.204
2020.12.01 00:02:10 321,49,47,47,44,49,3.806,2.068,2788.805,2689.204,2689.204,2689.204
2020.12.01 00:02:11 329,46,45,46,45,46,3.536,1.793,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:02:12 336,50,46,47,44,50,3.977,2.235,2589.604,2689.204,2689.204,2689.204
2020.12.01 00:02:13 343,48,49,46,45,49,4.073,2.331,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:02:14 357,47,46,46,46,47,3.607,1.875,2490.004,2589.604,2589.604,2490.004
2020.12.01 00:02:15 366,43,45,45,44,45,3.758,2.022,796.801,796.801,2589.604,2589.604
2020.12.01 00:02:16 375,43,45,46,43,46,4.023,2.269,2589.605,2589.605,2490.005,2490.005
2020.12.01 00:02:17 384,45,47,45,44,47,3.887,2.137,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:02:18 393,48,46,47,44,48,3.7,1.958,2490.004,2589.604,2589.604,2490.004
2020.12.01 00:02:19 404,42,44,44,43,45,3.327,1.568,796.801,796.801,796.801,796.801
2020.12.01 00:02:20 414,43,43,44,43,45,2.923,1.175,796.801,796.801,796.801,796.801
2020.12.01 00:02:21 422,43,45,44,44,45,3.01,1.254,796.801,796.801,796.801,796.801
2020.12.01 00:02:22 430,43,45,44,43,45,3.114,1.348,1494.003,1195.202,1195.202,1195.202
2020.12.01 00:02:23 438,43,48,46,43,48,3.074,1.307,2689.205,2689.205,2689.205,2788.805
2020.12.01 00:02:24 446,42,45,44,43,45,2.992,1.25,796.801,796.801,796.801,796.801
2020.12.01 00:02:25 454,43,44,44,42,45,3.254,1.497,796.801,796.801,796.801,796.801
2020.12.01 00:02:26 463,48,45,46,43,48,3.051,1.291,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:02:27 472,43,44,44,43,45,3.193,1.453,796.801,796.801,796.801,2689.204
2020.12.01 00:02:28 481,42,44,44,42,44,3.161,1.403,796.801,796.801,796.801,796.801
2020.12.01 00:02:29 489,44,45,46,43,46,3.111,1.359,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:02:30 496,42,44,44,42,44,3.022,1.282,796.801,796.801,796.801,796.801
2020.12.01 00:02:31 505,42,43,44,43,45,3.088,1.331,796.801,796.801,796.801,796.801
2020.12.01 00:02:32 513,43,45,44,43,45,3.282,1.522,996.002,796.801,796.801,796.801
2020.12.01 00:02:33 522,43,46,45,43,46,2.901,1.151,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:02:34 530,43,44,44,43,45,3.167,1.398,796.801,796.801,796.801,796.801
2020.12.01 00:02:35 537,42,45,44,43,45,3.088,1.323,796.801,796.801,796.801,796.801
2020.12.01 00:02:36 545,42,44,44,43,44,3.024,1.271,1095.602,796.801,796.801,796.801
2020.12.01 00:02:37 552,43,45,44,43,45,3.016,1.256,2589.604,2689.205,2689.205,2689.205
2020.12.01 00:02:38 560,43,44,44,43,44,3.146,1.377,796.801,796.801,796.801,796.801
2020.12.01 00:02:39 567,42,43,44,43,44,2.79,1.023,796.801,796.801,796.801,796.801
2020.12.01 00:02:40 575,43,44,44,42,44,3.179,1.423,1095.602,796.801,796.801,796.801
2020.12.01 00:02:41 584,46,45,45,43,46,3.257,1.495,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:02:42 590,42,43,44,43,44,2.963,1.207,796.801,796.801,796.801,796.801
2020.12.01 00:02:43 598,42,43,44,43,44,2.993,1.237,796.801,796.801,796.801,796.801
2020.12.01 00:02:44 606,43,43,44,43,44,3.198,1.443,2390.404,2390.404,2390.404,2390.404
2020.12.01 00:02:45 614,47,45,45,43,47,3.045,1.283,2490.004,2689.204,2490.004,2490.004
2020.12.01 00:02:46 622,43,43,44,42,45,2.865,1.099,2490.004,2490.004,2191.204,2191.204
2020.12.01 00:02:47 629,42,43,44,42,44,3.438,1.655,796.801,796.801,796.801,796.801
2020.12.01 00:02:48 637,43,44,45,43,45,3.273,1.501,896.402,896.402,796.801,796.801
2020.12.01 00:02:49 649,43,44,44,43,44,2.736,0.98,1195.202,1593.602,1593.602,1992.003
2020.12.01 00:02:50 658,42,43,44,43,45,3.172,1.42,796.801,796.801,796.801,796.801
2020.12.01 00:02:51 667,43,45,44,43,45,3.258,1.485,796.801,796.801,796.801,796.801
2020.12.01 00:02:52 673,43,43,44,42,45,2.794,1.024,796.801,796.801,796.801,796.801
2020.12.01 00:02:53 683,43,44,44,43,44,3.312,1.528,1593.603,1294.802,1294.802,1294.802
2020.12.01 00:02:54 691,47,44,45,43,47,3.071,1.289,2490.004,2490.004,2490.004,2490.004
2020.12.01 00:02:55 698,43,45,45,43,45,2.795,1.037,2589.604,2589.604,2689.205,2689.205
2020.12.01 00:02:56 709,42,44,44,42,45,3.04,1.254,796.801,796.801,796.801,796.801
2020.12.01 00:02:57 717,42,43,44,43,44,2.987,1.21,796.801,796.801,796.801,796.801
2020.12.01 00:02:58 725,46,45,46,43,46,3.235,1.472,2589.604,2689.205,2589.604,2689.205
2020.12.01 00:02:59 734,42,43,44,43,44,2.864,1.107,796.801,796.801,796.801,796.801
2020.12.01 00:03:00 743,42,43,44,43,44,3.367,1.609,796.801,796.801,796.801,796.801
2020.12.01 00:03:01 754,44,45,45,43,46,3.362,1.593,2589.605,2589.605,2589.605,2589.605
2020.12.01 00:03:02 760,42,43,44,43,45,3.008,1.258,796.801,796.801,796.801,796.801
2020.12.01 00:03:03 769,42,43,44,43,45,3.252,1.501,796.801,796.801,796.801,796.801
2020.12.01 00:03:04 777,43,43,44,43,46,3.11,1.35,796.801,796.801,796.801,796.801
2020.12.01 00:03:05 786,42,44,44,42,45,3.783,2.039,796.801,796.801,796.801,796.801
2020.12.01 00:03:06 794,46,44,46,44,46,3.25,1.496,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:03:07 801,42,43,44,43,45,3.235,1.478,796.801,796.801,796.801,796.801
2020.12.01 00:03:08 809,42,43,43,43,44,2.859,1.119,796.801,796.801,796.801,796.801
2020.12.01 00:03:09 818,42,44,44,43,45,3.185,1.434,1394.402,1394.402,1095.602,1095.602
2020.12.01 00:03:10 826,43,45,46,44,46,3.247,1.502,2390.404,2390.404,2091.604,2091.604
2020.12.01 00:03:11 835,42,43,44,43,45,2.686,0.963,796.801,796.801,2689.203,2689.203
2020.12.01 00:03:12 844,42,43,43,43,44,3.212,1.475,796.802,796.802,796.802,796.802
2020.12.01 00:03:13 852,42,43,44,43,44,3.1,1.37,796.801,796.801,796.801,796.801
2020.12.01 00:03:14 860,42,43,44,43,44,2.863,1.125,796.801,796.801,796.801,796.801
2020.12.01 00:03:15 869,43,43,44,43,45,3.175,1.429,2290.804,2290.804,1992.004,1992.004
2020.12.01 00:03:16 876,44,45,45,43,45,3.087,1.347,2490.004,2490.004,2490.004,2490.004
2020.12.01 00:03:17 884,42,43,44,42,44,2.574,0.847,796.801,796.801,796.801,796.801
2020.12.01 00:03:18 892,43,43,44,43,44,3.597,1.846,1195.202,1195.202,1195.202,896.402
2020.12.01 00:03:19 904,47,45,45,43,47,3.19,1.442,2589.604,2589.604,2589.604,2589.604
2020.12.01 00:03:20 912,42,43,44,43,44,2.683,0.935,796.801,796.801,2689.204,2788.804
2020.12.01 00:03:21 920,43,43,44,44,44,3.417,1.649,796.801,796.801,796.801,796.801
2020.12.01 00:03:22 929,43,44,44,43,44,3.227,1.461,1792.803,1494.003,1494.003,1494.003
2020.12.01 00:03:23 938,45,47,46,44,47,3.154,1.398,2689.205,2589.604,2589.604,2689.205
2020.12.01 00:03:24 946,42,43,43,42,44,3.138,1.38,796.801,796.801,796.801,796.801
2020.12.01 00:03:25 954,42,43,44,42,44,3.29,1.527,796.801,796.801,796.801,796.801
2020.12.01 00:03:26 963,43,43,44,43,44,3.01,1.251,796.801,796.801,796.801,796.801
2020.12.01 00:03:27 971,42,43,43,43,44,3.163,1.399,796.801,796.801,796.801,796.801
2020.12.01 00:03:28 978,43,44,44,43,44,3.266,1.492,1992.004,1992.004,1693.203,1693.203
2020.12.01 00:03:29 986,49,46,46,43,49,3.387,1.621,2689.204,2689.204,2589.604,2689.204
2020.12.01 00:03:30 995,42,43,44,43,44,2.956,1.194,796.801,796.801,2589.604,2589.604
2020.12.01 00:03:32 003,42,43,44,42,44,3.195,1.432,796.801,796.801,796.801,796.801
2020.12.01 00:03:33 013,43,44,44,43,45,3.127,1.37,2191.204,2191.204,1892.403,1892.403
2020.12.01 00:03:34 021,42,44,44,44,44,2.872,1.118,2091.604,2091.604,1792.803,1792.803
2020.12.01 00:03:35 031,44,43,44,42,44,3.05,1.292,2390.404,2390.404,2390.404,2788.805
2020.12.01 00:03:36 038,42,44,44,43,45,3.444,1.683,796.801,796.801,796.801,796.801
2020.12.01 00:03:37 047,42,43,44,43,44,3.105,1.342,796.801,796.801,796.801,796.801
2020.12.01 00:03:38 055,42,43,44,42,44,3.042,1.274,796.801,796.801,796.801,796.801
2020.12.01 00:03:39 063,42,43,44,43,44,3.094,1.339,2390.404,2390.404,2390.404,2390.404
2020.12.01 00:03:40 070,43,45,46,45,46,3.245,1.496,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:03:41 077,42,43,44,42,44,2.682,0.935,796.801,796.801,796.801,796.801
2020.12.01 00:03:42 085,42,44,44,42,44,3.391,1.625,796.801,796.801,796.801,796.801
2020.12.01 00:03:43 094,42,43,44,43,44,3.162,1.393,1294.802,996.001,996.001,996.001
2020.12.01 00:03:44 103,44,43,44,43,45,2.933,1.187,2788.806,2788.806,2788.806,2788.806
2020.12.01 00:03:45 110,42,43,44,43,44,3.175,1.42,796.801,796.801,796.801,796.801
2020.12.01 00:03:46 118,43,43,44,43,44,3.34,1.586,796.801,796.801,796.801,796.801
2020.12.01 00:03:47 127,42,44,44,42,44,2.79,1.038,796.801,796.801,796.801,796.801
2020.12.01 00:03:48 137,42,44,44,43,44,3.508,1.749,796.801,796.801,796.801,796.801
2020.12.01 00:03:49 144,42,43,44,43,44,3.199,1.44,2091.604,1792.803,1792.803,1792.803
2020.12.01 00:03:50 153,43,48,46,43,48,3.293,1.526,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:03:51 161,42,44,43,42,44,2.726,0.974,796.801,796.801,796.801,796.801
2020.12.01 00:03:52 171,43,43,44,43,44,3.262,1.503,796.801,796.801,796.801,796.801
2020.12.01 00:03:53 180,43,45,45,42,45,3.302,1.555,796.801,796.801,796.801,796.801
2020.12.01 00:03:54 187,42,43,44,42,44,2.765,1.015,1792.803,1792.803,1494.003,1494.003
2020.12.01 00:03:55 196,42,43,45,43,45,3.297,1.547,796.801,796.801,796.801,796.801
2020.12.01 00:03:56 204,43,44,43,43,44,3.001,1.246,796.801,796.801,796.801,796.801
2020.12.01 00:03:57 214,42,44,44,43,44,4.055,2.317,796.801,796.801,796.801,796.801
2020.12.01 00:03:58 222,42,43,44,43,44,3.121,1.367,796.801,796.801,796.801,796.801
2020.12.01 00:03:59 230,42,44,45,42,45,3.547,1.785,1195.202,896.402,896.402,796.801
2020.12.01 00:04:00 239,43,46,45,43,46,3.008,1.267,2788.805,2788.805,2788.805,2689.205
2020.12.01 00:04:01 247,47,45,45,42,47,3.095,1.345,2689.204,2689.204,2689.204,2689.204
2020.12.01 00:04:02 257,42,44,44,42,44,3.269,1.52,796.801,796.801,796.801,796.801
2020.12.01 00:04:03 266,42,44,44,42,44,3.133,1.386,796.801,796.801,796.801,796.801
2020.12.01 00:04:04 275,42,43,43,43,44,2.833,1.092,796.801,796.801,796.801,796.801
2020.12.01 00:04:05 283,42,43,44,42,44,3.282,1.527,796.801,796.801,796.801,796.801
2020.12.01 00:04:06 291,45,44,45,42,45,2.975,1.234,1992.003,1992.003,1992.003,2390.404
2020.12.01 00:04:07 300,43,43,44,43,44,3.157,1.406,796.801,796.801,796.801,796.801
2020.12.01 00:04:08 309,42,43,44,43,45,3.239,1.481,796.801,796.801,796.801,796.801
2020.12.01 00:04:09 317,43,45,44,43,45,3.106,1.367,1195.202,1195.202,1195.202,896.402
2020.12.01 00:04:10 325,43,43,44,43,45,2.855,1.117,2589.604,2490.004,2589.604,2589.604
2020.12.01 00:04:11 334,42,43,44,42,44,3.026,1.277,796.801,796.801,796.801,796.801
2020.12.01 00:04:12 343,43,43,44,42,45,3.268,1.52,796.801,796.801,796.801,796.801
2020.12.01 00:04:13 350,43,43,44,43,44,3.095,1.352,796.801,796.801,796.801,796.801
2020.12.01 00:04:14 358,43,44,45,42,45,3.29,1.533,1593.603,1593.603,1294.802,1294.802
2020.12.01 00:04:15 365,43,44,44,43,44,3.108,1.36,796.801,796.801,796.801,1195.202
2020.12.01 00:04:16 374,42,44,44,42,44,2.887,1.138,796.801,796.801,796.801,796.801
2020.12.01 00:04:17 383,42,43,44,42,44,3.056,1.298,796.801,796.801,796.801,796.801
2020.12.01 00:04:18 390,43,43,45,43,45,3.304,1.543,2788.805,2788.805,2689.205,2689.205
2020.12.01 00:04:19 398,44,44,46,48,48,3.16,1.394,2689.205,2689.205,2689.205,2689.205
2020.12.01 00:04:20 410,44,43,44,42,44,3.051,1.297,1992.003,2390.404,2390.404,2390.404
2020.12.01 00:04:21 416,42,42,44,42,44,3.052,1.287,796.801,796.801,796.801,796.801
2020.12.01 00:04:22 424,43,44,45,43,45,3.296,1.532,1294.802,996.002,996.002,996.002
2020.12.01 00:04:23 432,42,43,44,43,44,2.726,0.966,796.801,796.801,796.801,796.801
2020.12.01 00:04:24 440,43,44,44,43,44,3.416,1.645,1892.403,1593.603,1593.603,2689.205
2020.12.01 00:04:25 447,43,45,44,42,45,3.188,1.416,2191.204,2191.204,1892.403,1892.403
2020.12.01 00:04:26 455,42,43,44,42,44,2.807,1.055,796.801,796.801,796.801,796.801
2020.12.01 00:04:27 461,42,43,44,42,44,3.102,1.343,1892.404,1892.404,1892.404,1593.603
2020.12.01 00:04:28 470,43,43,45,43,45,3.261,1.496,1095.602,796.801,796.801,796.801
