DATETIME,CPUCoreTemp_1,CPUCoreTemp_2,CPUCoreTemp_3,CPUCoreTemp_4,CPUCoreTemp_Package,CPUPackagePower,CPUCorePower,CPUCoreClock_1,CPUCoreClock_2,CPUCoreClock_3,CPUCoreClock_4
2020.11.30 09:43:00 338,32,34,33,32,34,4.995,3.128,1195.201,1195.201,1195.201,1195.201
2020.11.30 09:43:01 346,36,36,36,33,37,7.558,5.707,2589.605,2689.205,2689.205,2689.205
2020.11.30 09:43:02 356,37,37,37,43,43,11.534,9.184,2589.604,2589.604,2490.004,2589.604
2020.11.30 09:43:03 380,40,39,41,43,42,13.454,9.16,2490.004,2490.004,2490.004,2689.205
2020.11.30 09:43:04 396,39,38,40,36,40,11.794,7.572,2490.003,2589.603,2490.003,2490.003
2020.11.30 09:43:05 404,38,37,38,39,39,7.445,3.292,2589.605,2589.605,2589.605,2589.605
2020.11.30 09:43:06 424,33,34,37,32,37,7.686,3.513,896.401,2490.003,2689.204,2589.604
2020.11.30 09:43:07 435,33,34,36,32,36,7.776,3.679,2390.405,2390.405,2390.405,2589.605
2020.11.30 09:43:08 444,37,36,36,34,36,7.198,3.604,1992.003,2390.403,2390.403,2390.403
2020.11.30 09:43:09 453,34,35,36,32,36,7.183,4.019,2689.205,2689.205,2689.205,2390.404
2020.11.30 09:43:10 462,34,35,35,33,35,6.185,3.388,1294.801,2490.002,2589.602,2689.202
2020.11.30 09:43:11 474,32,34,34,31,34,4.943,2.762,2390.406,2091.605,2091.605,1792.804
2020.11.30 09:43:12 482,35,35,35,32,35,6.136,4.259,2490.004,2589.604,2689.205,2689.205
2020.11.30 09:43:13 491,33,34,35,37,37,5.78,3.896,1195.201,1195.201,1195.201,2490.003
2020.11.30 09:43:14 517,40,44,38,37,44,7.662,5.758,2589.605,2490.005,2490.005,2490.005
2020.11.30 09:43:15 535,36,36,41,37,41,8.362,6.458,2490.004,2490.004,2490.004,2490.004
2020.11.30 09:43:16 544,38,37,41,37,41,7.823,6.009,2589.604,2589.604,2490.004,2490.004
2020.11.30 09:43:17 566,39,34,39,32,39,7.864,6.028,2589.604,2490.004,2589.604,2589.604
2020.11.30 09:43:18 579,34,34,37,33,37,7.962,6.087,1593.603,1195.202,1195.202,1195.202
2020.11.30 09:43:19 588,37,36,43,44,44,10.085,8.199,2490.004,2490.004,2490.004,2490.004
2020.11.30 09:43:20 620,35,35,36,34,36,7.992,6.165,2490.004,2490.004,2490.004,2589.604
2020.11.30 09:43:21 667,37,36,41,34,41,7.598,5.752,2490.004,2589.604,2490.004,2490.004
2020.11.30 09:43:22 676,40,39,41,44,44,8.683,6.87,2788.805,2689.204,2689.204,2689.204
2020.11.30 09:43:23 986,32,33,34,32,34,5.402,3.576,896.401,796.801,796.801,796.801
2020.11.30 09:43:24 996,32,34,34,32,34,4.287,2.479,2689.205,2689.205,2689.205,2490.005
2020.11.30 09:43:26 004,37,37,37,35,37,6.049,4.214,2490.004,2589.604,2589.604,2589.604
2020.11.30 09:43:27 014,31,33,34,32,34,4.26,2.448,2490.004,2589.604,2490.004,2689.204
2020.11.30 09:43:28 023,36,37,39,37,40,5.933,4.113,2490.004,2589.604,2589.604,2490.004
2020.11.30 09:43:29 090,31,34,35,32,35,6.716,4.83,2589.605,2589.605,2490.005,2490.005
2020.11.30 09:43:30 107,32,34,35,33,35,9.149,6.949,2689.204,2589.604,2490.004,2589.604
2020.11.30 09:43:31 117,31,33,34,32,34,4.811,2.866,796.801,796.801,796.801,796.801
2020.11.30 09:43:32 126,32,34,34,32,34,4.511,2.644,896.402,896.402,796.802,796.802
2020.11.30 09:43:33 135,36,34,34,32,36,5.486,3.498,2589.605,2589.605,2589.605,2589.605
2020.11.30 09:43:34 147,32,33,33,32,33,5.062,3.161,2589.604,2589.604,2589.604,2589.604
2020.11.30 09:43:35 155,32,33,34,32,34,5.426,3.496,2191.204,1892.403,1892.403,1892.403
2020.11.30 09:43:36 163,32,34,34,33,34,4.94,3.049,2390.404,2390.404,2390.404,2589.604
2020.11.30 09:43:37 173,31,33,33,32,33,4.214,2.384,796.801,796.801,796.801,796.801
2020.11.30 09:43:38 182,32,33,34,31,34,3.805,2.019,2191.204,1892.403,1892.403,1892.403
2020.11.30 09:43:39 191,32,32,33,31,33,4.199,2.383,1195.202,1593.602,1593.602,1593.602
2020.11.30 09:43:40 199,31,32,32,31,33,3.767,1.96,796.801,796.801,796.801,796.801
2020.11.30 09:43:41 207,31,33,32,31,33,3.881,2.078,796.801,796.801,796.801,796.801
2020.11.30 09:43:42 216,38,40,39,38,39,7.085,5.222,2490.005,2490.005,2490.005,2490.005
2020.11.30 09:43:43 229,33,34,36,32,36,5.927,4.031,2589.604,2589.604,2589.604,2589.604
2020.11.30 09:43:44 237,41,37,39,35,41,8.404,6.54,2589.604,2589.604,2589.604,2589.604
2020.11.30 09:43:45 245,35,35,37,40,40,7.247,5.407,2490.004,2589.604,2689.205,2689.205
2020.11.30 09:43:46 255,35,35,40,41,41,6.779,4.971,2589.604,2589.604,2490.004,2490.004
2020.11.30 09:43:47 264,34,35,37,33,37,7.796,5.915,2788.805,2689.205,2788.805,2689.205
2020.11.30 09:43:48 273,33,42,34,32,42,3.563,1.762,2689.204,2689.204,2689.204,2689.204
2020.11.30 09:43:49 281,34,37,35,34,36,3.844,2.048,2689.204,2689.204,2689.204,2689.204
2020.11.30 09:43:50 291,33,33,34,31,35,3.561,1.775,1892.403,2689.204,2689.204,2689.204
2020.11.30 09:43:51 300,31,33,33,32,33,3.766,1.981,996.002,996.002,996.002,996.002
2020.11.30 09:43:52 309,31,32,33,32,33,3.659,1.865,1294.802,1294.802,1294.802,1294.802
2020.11.30 09:43:53 316,31,33,32,32,33,3.754,1.956,796.801,796.801,796.801,796.801
2020.11.30 09:43:54 323,31,33,33,32,33,3.616,1.843,796.801,796.801,796.801,796.801
2020.11.30 09:43:55 332,31,33,33,32,33,3.65,1.857,796.801,796.801,796.801,796.801
2020.11.30 09:43:56 339,32,33,33,31,33,3.748,1.976,2589.605,2589.605,2589.605,2589.605
2020.11.30 09:43:57 347,30,32,32,31,33,3.468,1.67,796.801,796.801,796.801,796.801
2020.11.30 09:43:58 354,31,33,32,31,33,4.017,2.237,796.801,796.801,796.801,796.801
2020.11.30 09:43:59 362,31,32,32,31,33,3.723,1.942,796.801,796.801,796.801,796.801
2020.11.30 09:44:00 369,31,33,33,32,33,4.262,2.476,1593.603,1294.802,1294.802,996.002
2020.11.30 09:44:01 377,31,33,32,31,34,3.674,1.871,796.801,796.801,796.801,796.801
2020.11.30 09:44:02 387,32,33,33,32,33,4.229,2.431,796.801,796.801,796.801,796.801
2020.11.30 09:44:03 395,31,33,32,30,33,3.453,1.674,796.801,796.801,796.801,796.801
2020.11.30 09:44:04 408,32,32,32,31,33,3.823,2.027,796.801,796.801,796.801,796.801
2020.11.30 09:44:05 414,32,32,33,30,33,3.198,1.407,2689.204,2689.204,2689.204,2689.204
2020.11.30 09:44:06 422,36,36,33,32,36,3.514,1.725,2589.605,2589.605,2589.605,2589.605
2020.11.30 09:44:07 430,31,32,33,31,33,3.639,1.837,796.801,796.801,796.801,796.801
2020.11.30 09:44:08 440,31,32,32,32,33,4.234,2.431,796.801,796.801,796.801,796.801
2020.11.30 09:44:09 449,31,33,33,31,33,3.788,1.989,2191.204,1892.403,1892.403,1892.403
2020.11.30 09:44:10 456,34,34,35,34,35,6.721,4.633,2689.205,2689.205,2689.205,2689.205
2020.11.30 09:44:11 465,32,33,34,32,34,4.665,2.74,796.801,796.801,796.801,796.801
2020.11.30 09:44:12 473,32,34,34,32,34,6.734,4.687,1593.603,1992.004,1992.004,2390.405
2020.11.30 09:44:13 485,31,32,32,31,33,3.417,1.605,796.801,2490.004,2689.204,2689.204
2020.11.30 09:44:14 494,31,32,32,31,33,3.426,1.623,796.801,796.801,796.801,796.801
2020.11.30 09:44:15 503,31,32,32,31,33,3.271,1.471,796.801,796.801,796.801,796.801
2020.11.30 09:44:16 511,31,33,32,31,33,3.576,1.748,796.801,796.801,796.801,796.801
2020.11.30 09:44:17 520,31,32,32,31,34,3.298,1.476,2091.604,1792.803,1792.803,1792.803
2020.11.30 09:44:18 527,31,32,32,30,33,3.66,1.847,796.801,796.801,796.801,796.801
2020.11.30 09:44:19 536,34,34,34,32,35,4.513,2.64,2689.205,2589.605,2589.605,2490.005
2020.11.30 09:44:20 547,40,39,38,36,40,6.84,4.909,2589.604,2589.604,2589.604,2589.604
2020.11.30 09:44:21 557,42,37,37,34,42,6.299,4.328,2490.004,2689.204,2689.204,2689.204
2020.11.30 09:44:22 567,32,33,33,31,33,4.301,2.468,2390.404,2091.604,2091.604,2091.604
2020.11.30 09:44:23 575,35,33,34,32,35,3.971,2.156,2589.604,2589.604,2689.204,2689.204
2020.11.30 09:44:24 583,32,34,34,32,34,4.637,2.729,1195.202,1195.202,1195.202,1593.603
2020.11.30 09:44:25 600,32,33,34,32,34,3.737,1.92,2589.605,2689.205,2689.205,2689.205
2020.11.30 09:44:26 609,31,32,33,31,33,3.41,1.602,796.801,796.801,796.801,796.801
2020.11.30 09:44:27 617,31,32,33,30,33,3.382,1.585,796.801,796.801,796.801,796.801
2020.11.30 09:44:28 625,31,33,33,30,33,3.884,2.083,1095.602,796.801,796.801,796.801
2020.11.30 09:44:29 635,30,32,32,31,33,3.168,1.365,796.801,1195.202,1195.202,1195.202
2020.11.30 09:44:30 643,30,32,32,31,33,3.335,1.504,796.801,796.801,796.801,796.801
2020.11.30 09:44:31 653,31,32,33,31,33,3.925,2.033,796.801,796.801,796.801,796.801
2020.11.30 09:44:32 662,30,32,33,31,33,3.49,1.673,796.801,796.801,796.801,796.801
2020.11.30 09:44:33 671,31,33,33,31,33,3.163,1.362,896.402,796.801,796.801,796.801
2020.11.30 09:44:34 682,31,32,33,31,33,3.339,1.533,2689.205,2689.205,2689.205,2689.205
2020.11.30 09:44:35 689,31,31,32,31,33,3.236,1.439,796.801,796.801,796.801,796.801
2020.11.30 09:44:36 701,30,31,32,31,33,2.973,1.169,796.801,796.801,796.801,796.801
2020.11.30 09:44:37 709,30,32,32,31,33,3.575,1.748,796.801,796.801,796.801,796.801
2020.11.30 09:44:38 718,31,32,32,30,33,3.439,1.631,796.801,796.801,796.801,796.801
2020.11.30 09:44:39 728,34,33,34,31,34,3.277,1.465,2589.605,2589.605,2589.605,2589.605
2020.11.30 09:44:40 737,32,33,33,31,33,3.142,1.335,2689.204,2589.604,2689.204,2689.204
2020.11.30 09:44:41 745,31,32,33,30,33,3.37,1.572,1195.202,1195.202,1195.202,1195.202
2020.11.30 09:44:42 754,31,32,33,31,33,3.486,1.677,796.801,796.801,796.801,796.801
2020.11.30 09:44:43 763,31,32,33,31,33,3.189,1.37,796.801,796.801,796.801,796.801
2020.11.30 09:44:44 770,31,32,32,31,33,3.26,1.466,896.401,796.801,796.801,796.801
2020.11.30 09:44:45 778,31,32,33,31,33,3.365,1.553,1992.004,1992.004,1992.004,1693.203
2020.11.30 09:44:46 786,30,32,33,31,33,3.138,1.321,796.801,796.801,796.801,796.801
2020.11.30 09:44:47 795,31,31,33,30,33,3.235,1.437,796.801,796.801,796.801,796.801
2020.11.30 09:44:48 803,31,33,34,33,34,4.551,2.74,796.801,796.801,796.801,796.801
2020.11.30 09:44:49 810,32,33,34,32,34,4.256,2.444,1195.202,896.401,896.401,896.401
2020.11.30 09:44:50 819,33,34,35,33,35,4.104,2.303,796.801,796.801,796.801,796.801
2020.11.30 09:44:51 828,31,33,33,32,33,3.985,2.134,2689.204,2490.004,2490.004,2490.004
2020.11.30 09:44:52 843,31,32,33,31,33,3.468,1.645,796.801,796.801,796.801,796.801
2020.11.30 09:44:53 851,31,32,33,31,33,3.378,1.557,796.801,796.801,796.801,796.801
2020.11.30 09:44:54 860,32,33,34,32,34,3.886,2.044,2689.205,2390.404,2390.404,2390.404
2020.11.30 09:44:55 868,31,32,34,32,34,3.562,1.733,2689.205,2689.205,2689.205,2490.004
2020.11.30 09:44:56 877,31,32,32,31,33,3.243,1.417,796.801,796.801,796.801,796.801
2020.11.30 09:44:57 886,31,32,33,31,33,3.334,1.519,796.801,796.801,796.801,796.801
2020.11.30 09:44:58 893,31,32,32,31,33,3.447,1.637,796.801,796.801,796.801,796.801
2020.11.30 09:44:59 902,33,33,36,32,36,3.724,1.876,2689.205,2689.205,2689.205,2689.205
2020.11.30 09:45:00 912,36,34,34,31,36,3.406,1.588,2589.604,2689.204,2689.204,2689.204
2020.11.30 09:45:01 924,31,32,32,31,33,3.101,1.291,796.801,796.801,796.801,796.801
2020.11.30 09:45:02 931,31,32,32,31,33,3.305,1.49,796.801,796.801,796.801,796.801
2020.11.30 09:45:03 939,31,31,33,30,33,3.32,1.504,2390.405,2390.405,2091.604,2091.604
2020.11.30 09:45:04 950,32,33,35,32,35,3.267,1.468,2589.604,2689.204,2589.604,2490.004
2020.11.30 09:45:05 958,31,31,33,31,33,3.557,1.738,796.801,796.801,796.801,796.801
2020.11.30 09:45:06 968,31,32,33,31,33,3.321,1.494,796.801,796.801,796.801,796.801
2020.11.30 09:45:07 977,31,32,33,30,33,3.303,1.49,1593.603,1593.603,1593.603,1593.603
2020.11.30 09:45:08 984,32,33,33,32,33,3.45,1.635,2290.804,2290.804,2290.804,1992.003
2020.11.30 09:45:09 990,31,32,32,31,33,3.151,1.339,796.801,796.801,796.801,796.801
2020.11.30 09:45:11 004,31,32,32,30,33,3.423,1.596,796.801,796.801,796.801,796.801
2020.11.30 09:45:12 013,31,32,32,32,33,3.709,1.876,796.801,796.801,796.801,796.801
2020.11.30 09:45:13 022,31,32,32,31,33,3.27,1.457,1195.202,1195.202,1195.202,896.402
2020.11.30 09:45:14 030,31,32,32,32,33,3.16,1.366,796.801,796.801,796.801,796.801
2020.11.30 09:45:15 039,31,32,32,31,33,3.494,1.673,796.801,796.801,796.801,796.801
2020.11.30 09:45:16 047,30,32,32,31,33,3.075,1.277,796.801,796.801,796.801,796.801
2020.11.30 09:45:17 055,32,33,34,31,34,3.553,1.752,2390.405,2091.604,2091.604,2091.604
2020.11.30 09:45:18 063,32,33,33,31,33,3.434,1.625,1792.803,1792.803,1792.803,1494.002
2020.11.30 09:45:19 071,31,33,33,33,33,3.14,1.335,2689.204,2589.604,2589.604,2490.004
2020.11.30 09:45:20 079,31,32,32,31,33,3.162,1.342,796.801,796.801,796.801,796.801
2020.11.30 09:45:21 088,31,33,32,32,33,3.49,1.671,796.801,2689.204,2689.204,2788.804
2020.11.30 09:45:22 097,32,33,33,32,33,3.368,1.533,2390.404,2390.404,2091.604,2091.604
2020.11.30 09:45:23 106,38,33,34,32,38,3.657,1.845,2490.004,2490.004,2490.004,2589.604
2020.11.30 09:45:24 115,31,32,32,31,33,3.361,1.541,796.801,796.801,796.801,796.801
2020.11.30 09:45:25 123,32,33,34,32,34,3.308,1.487,796.802,2689.205,2689.205,2788.805
2020.11.30 09:45:26 132,31,33,32,31,33,3.167,1.342,796.801,796.801,796.801,796.801
2020.11.30 09:45:27 140,31,32,33,31,34,3.225,1.4,796.801,796.801,796.801,2490.004
2020.11.30 09:45:28 149,31,33,33,32,33,3.364,1.552,1494.003,1494.003,1494.003,1494.003
2020.11.30 09:45:29 158,31,32,33,31,33,3.711,1.893,796.801,796.801,796.801,796.801
2020.11.30 09:45:30 166,31,33,33,31,33,3.231,1.424,796.801,796.801,796.801,796.801
2020.11.30 09:45:31 174,33,33,33,31,33,3.402,1.586,2689.204,2689.204,2689.204,2689.204
2020.11.30 09:45:32 182,31,36,34,31,36,3.023,1.215,2689.205,2689.205,2689.205,2490.004
2020.11.30 09:45:33 190,30,32,33,31,33,3.204,1.398,796.801,796.801,796.801,796.801
2020.11.30 09:45:34 198,31,32,32,32,33,3.283,1.489,796.801,796.801,796.801,796.801
2020.11.30 09:45:35 210,31,32,34,31,34,3.567,1.741,996.002,796.801,796.801,796.801
2020.11.30 09:45:36 218,34,33,33,32,34,3.328,1.524,2689.205,2490.004,2490.004,2589.604
2020.11.30 09:45:37 227,31,32,32,31,33,3.012,1.208,2490.003,2689.204,2689.204,2788.804
2020.11.30 09:45:38 235,31,32,33,32,33,3.287,1.473,796.801,796.801,796.801,796.801
2020.11.30 09:45:39 243,32,33,33,32,33,3.231,1.426,1693.203,1693.203,1693.203,1394.402
2020.11.30 09:45:40 251,31,32,33,32,33,3.141,1.345,796.801,2689.203,2490.003,2490.003
2020.11.30 09:45:41 259,31,32,32,31,33,3.446,1.626,796.802,796.802,796.802,796.802
2020.11.30 09:45:42 268,31,33,33,32,33,3.311,1.499,796.801,796.801,796.801,796.801
2020.11.30 09:45:43 276,31,33,34,31,34,3.142,1.326,1494.003,1195.202,1195.202,896.402
2020.11.30 09:45:44 285,31,33,32,32,33,3.18,1.372,2390.404,2091.604,2091.604,2091.604
2020.11.30 09:45:45 293,32,33,33,32,33,3.303,1.502,2490.004,2689.204,2689.204,2589.604
2020.11.30 09:45:46 302,31,33,32,32,34,3.519,1.708,796.801,796.801,796.801,796.801
2020.11.30 09:45:47 309,31,33,32,32,33,3.288,1.487,796.801,796.801,796.801,796.801
2020.11.30 09:45:48 317,31,33,33,31,33,3.121,1.33,796.801,796.801,796.801,796.801
2020.11.30 09:45:49 326,31,33,34,32,34,3.323,1.532,2091.604,1792.803,1792.803,1792.803
2020.11.30 09:45:50 334,31,32,33,32,33,3.219,1.423,796.801,796.801,796.801,2490.003
2020.11.30 09:45:51 344,34,34,37,44,44,4.326,2.535,2589.605,2490.005,2689.206,2589.605
2020.11.30 09:45:52 353,32,33,33,31,33,3.614,1.815,796.801,796.801,796.801,796.801
2020.11.30 09:45:53 364,31,33,33,31,34,3.232,1.434,1394.402,1394.402,1095.602,1095.602
2020.11.30 09:45:54 372,31,33,33,32,34,3.024,1.215,1195.202,1195.202,1195.202,1593.602
2020.11.30 09:45:55 381,31,32,32,32,33,3.331,1.514,796.801,796.801,796.801,796.801
2020.11.30 09:45:56 390,31,32,33,32,33,3.378,1.559,796.801,796.801,796.801,796.801
2020.11.30 09:45:57 397,35,34,35,32,35,3.602,1.778,2689.167,2689.167,2689.167,2689.167
2020.11.30 09:45:58 404,31,33,32,31,33,3.312,1.501,796.812,796.812,796.812,796.812
2020.11.30 09:45:59 413,30,32,33,31,33,3.218,1.399,2788.804,2788.804,2788.804,2788.804
2020.11.30 09:46:00 420,31,33,32,32,33,3.485,1.666,796.801,796.801,796.801,796.801
2020.11.30 09:46:01 429,31,32,33,31,33,3.187,1.372,796.801,796.801,796.801,796.801
2020.11.30 09:46:02 438,31,33,33,32,33,3.453,1.642,1494.003,2689.205,2490.004,2490.004
2020.11.30 09:46:03 446,32,32,34,31,34,3.627,1.803,2490.004,2490.004,2490.004,2490.004
2020.11.30 09:46:04 454,31,32,33,32,33,3.283,1.478,796.801,796.801,796.801,796.801
2020.11.30 09:46:05 466,31,32,32,32,33,3.144,1.347,796.802,796.802,796.802,796.802
2020.11.30 09:46:06 475,31,33,33,32,33,3.294,1.491,796.801,796.801,796.801,796.801
2020.11.30 09:46:07 481,32,34,33,32,34,3.411,1.609,2689.205,2390.404,2390.404,2091.604
2020.11.30 09:46:08 489,33,36,34,32,36,3.252,1.446,2490.004,2490.004,2490.004,2490.004
2020.11.30 09:46:09 497,31,33,32,32,33,3.377,1.573,2689.204,2490.004,2589.604,2490.004
2020.11.30 09:46:10 505,31,32,33,31,33,3.26,1.453,796.801,796.801,796.801,796.801
2020.11.30 09:46:11 515,31,33,32,31,33,3.225,1.426,796.801,796.801,796.801,796.801
2020.11.30 09:46:12 522,31,33,33,31,33,3.082,1.289,796.801,796.801,796.801,796.801
2020.11.30 09:46:13 531,31,33,33,31,33,3.35,1.525,1494.003,1195.202,1195.202,896.402
2020.11.30 09:46:14 539,33,33,33,32,33,3.255,1.435,2689.205,2589.604,2490.004,2490.004
2020.11.30 09:46:15 548,31,33,33,31,33,3.641,1.821,796.801,796.801,796.801,796.801
2020.11.30 09:46:16 555,31,32,33,30,34,3.067,1.248,796.801,796.801,796.801,796.801
2020.11.30 09:46:17 563,31,32,32,30,33,3.43,1.628,796.801,796.801,796.801,796.801
2020.11.30 09:46:18 571,32,33,34,32,34,3.363,1.552,2689.205,2589.605,2689.205,2689.205
2020.11.30 09:46:19 578,31,33,33,32,33,3.079,1.28,2689.203,796.801,796.801,796.801
2020.11.30 09:46:20 588,32,33,33,32,33,3.588,1.781,796.801,796.801,796.801,796.801
2020.11.30 09:46:21 596,31,33,33,31,33,3.25,1.436,796.801,796.801,796.801,796.801
2020.11.30 09:46:22 604,32,33,34,31,34,3.226,1.406,1693.203,1693.203,1394.402,1394.402
2020.11.30 09:46:23 613,31,33,32,32,34,3.177,1.358,796.801,796.801,796.801,796.801
2020.11.30 09:46:24 621,33,33,34,32,34,3.443,1.641,2689.205,2589.605,2490.005,2689.205
2020.11.30 09:46:25 629,32,33,33,31,33,3.266,1.463,2788.805,2788.805,2788.805,2689.204
2020.11.30 09:46:26 637,32,33,34,32,34,3.393,1.586,2390.404,2390.404,2390.404,2091.603
2020.11.30 09:46:27 645,32,34,34,32,34,3.485,1.661,796.801,796.801,796.801,796.801
2020.11.30 09:46:28 654,32,33,34,33,34,3.531,1.732,796.801,796.801,796.801,796.801
2020.11.30 09:46:29 663,32,33,33,31,34,3.259,1.461,1195.202,1195.202,1195.202,1195.202
2020.11.30 09:46:30 670,35,33,35,33,35,3.105,1.314,2689.205,2689.205,2689.205,2689.205
2020.11.30 09:46:31 682,32,33,34,30,34,3.502,1.7,1593.602,1593.602,2589.604,2589.604
2020.11.30 09:46:32 690,31,33,33,31,33,3.585,1.761,796.801,796.801,796.801,796.801
2020.11.30 09:46:33 699,31,33,33,30,33,2.947,1.154,796.801,796.801,796.801,2490.004
2020.11.30 09:46:34 707,31,33,33,32,33,3.398,1.586,796.801,796.801,796.801,796.801
2020.11.30 09:46:35 720,31,32,33,31,33,3.347,1.537,2689.204,2589.604,2589.604,2589.604
2020.11.30 09:46:36 729,31,33,33,32,34,3.397,1.598,2390.404,2390.404,2390.404,2390.404
2020.11.30 09:46:37 737,36,35,36,32,36,3.808,1.983,2490.004,2490.004,2490.004,2589.604
2020.11.30 09:46:38 745,36,44,36,35,44,4.937,3.111,2689.204,2490.004,2589.604,2490.004
2020.11.30 09:46:39 754,31,33,33,32,34,6.789,4.999,796.801,2490.004,2490.004,2589.604
2020.11.30 09:46:40 763,35,34,44,33,44,3.979,2.186,2689.205,2589.605,2490.005,2490.005
2020.11.30 09:46:41 771,38,37,38,36,38,8.389,6.588,2689.204,2490.004,2689.204,2689.204
2020.11.30 09:46:42 780,32,33,33,32,34,3.426,1.612,2390.404,2390.404,2390.404,2589.604
2020.11.30 09:46:43 789,32,33,33,32,34,3.594,1.775,796.801,796.801,796.801,796.801
2020.11.30 09:46:44 798,31,33,34,31,34,3.098,1.285,796.801,796.801,796.801,796.801
2020.11.30 09:46:45 805,31,33,33,32,33,3.077,1.26,796.801,796.801,796.801,796.801
