DATETIME,CPUCoreTemp_1,CPUCoreTemp_2,CPUCoreTemp_3,CPUCoreTemp_4,CPUCoreTemp_Package,CPUPackagePower,CPUCorePower,CPUCoreClock_1,CPUCoreClock_2,CPUCoreClock_3,CPUCoreClock_4
2020.11.30 10:00:29 674,38,37,40,35,41,2.908,1.093,2589.604,2490.004,2589.604,2689.205
2020.11.30 10:00:30 681,36,37,36,35,37,3.275,1.459,796.801,796.801,796.801,796.801
2020.11.30 10:00:31 689,36,36,37,35,38,3.099,1.297,796.801,796.801,796.801,796.801
2020.11.30 10:00:32 698,36,37,37,35,38,3.149,1.348,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:00:33 705,40,38,38,36,40,3.158,1.34,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:00:34 714,36,37,36,35,37,2.962,1.158,796.801,796.801,796.801,796.801
2020.11.30 10:00:35 723,35,37,37,34,37,3.135,1.312,796.801,796.801,796.801,796.801
2020.11.30 10:00:36 732,36,37,37,35,38,3.514,1.704,796.801,796.801,796.801,796.801
2020.11.30 10:00:37 740,36,37,37,35,38,3.081,1.283,1593.603,1294.802,1294.802,1294.802
2020.11.30 10:00:38 746,36,37,37,35,37,2.849,1.062,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:00:39 753,36,37,37,34,38,2.937,1.136,796.801,796.801,796.801,796.801
2020.11.30 10:00:40 762,36,37,37,35,38,3.153,1.355,796.801,796.801,796.801,796.801
2020.11.30 10:00:41 770,36,37,37,35,38,2.97,1.175,796.801,796.801,796.801,796.801
2020.11.30 10:00:42 777,36,37,37,35,38,3.219,1.415,2290.804,2290.804,1992.004,1992.004
2020.11.30 10:00:43 785,35,36,37,35,38,2.851,1.062,796.801,796.801,796.801,796.801
2020.11.30 10:00:44 794,36,37,37,34,38,3.045,1.25,796.801,796.801,796.801,796.801
2020.11.30 10:00:45 801,36,36,37,34,38,2.821,1.019,1095.602,1095.602,796.801,796.801
2020.11.30 10:00:46 809,36,36,37,34,38,3.061,1.263,1992.003,1992.003,1992.003,1992.003
2020.11.30 10:00:47 818,36,37,37,35,38,3.169,1.368,2589.604,2689.205,2589.604,2589.604
2020.11.30 10:00:48 827,35,37,37,35,38,3.102,1.295,796.801,796.801,796.801,796.801
2020.11.30 10:00:49 836,36,36,37,34,38,2.836,1.029,796.801,796.801,796.801,796.801
2020.11.30 10:00:50 843,35,36,37,34,38,3.071,1.268,796.801,796.801,796.801,796.801
2020.11.30 10:00:51 851,36,37,37,36,38,3.128,1.322,796.801,796.801,796.801,796.801
2020.11.30 10:00:52 859,36,37,37,35,38,2.841,1.037,1792.803,1494.003,1494.003,1494.003
2020.11.30 10:00:53 867,35,37,36,35,38,3.268,1.48,796.801,796.801,796.801,796.801
2020.11.30 10:00:54 876,35,36,37,35,38,3.054,1.253,796.801,796.801,796.801,796.801
2020.11.30 10:00:55 883,35,37,37,35,38,3.147,1.337,796.801,796.801,796.801,796.801
2020.11.30 10:00:56 893,35,37,37,35,38,2.935,1.127,796.801,796.801,796.801,796.801
2020.11.30 10:00:57 902,36,37,37,35,38,3.119,1.318,2490.005,2490.005,2490.005,2490.005
2020.11.30 10:00:58 910,36,36,37,35,38,2.893,1.1,796.801,796.801,796.801,796.801
2020.11.30 10:00:59 918,35,36,36,35,38,3.153,1.354,796.801,796.801,796.801,796.801
2020.11.30 10:01:00 927,35,36,37,35,38,3.137,1.322,1394.402,1394.402,1095.602,1095.602
2020.11.30 10:01:01 935,37,37,37,36,38,2.993,1.196,2490.004,2689.205,2689.205,2689.205
2020.11.30 10:01:02 942,37,37,37,34,38,2.879,1.1,1593.603,1593.603,1593.603,1992.003
2020.11.30 10:01:03 963,36,36,37,35,38,2.963,1.168,796.801,796.801,796.801,796.801
2020.11.30 10:01:04 975,37,37,37,35,38,3.32,1.516,796.801,796.801,796.801,796.801
2020.11.30 10:01:05 984,38,39,37,36,39,3.119,1.321,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:01:06 991,37,37,37,34,38,2.936,1.138,1992.003,1992.003,2390.404,2390.404
2020.11.30 10:01:08 000,36,36,37,35,38,3.006,1.213,1195.202,1195.202,1195.202,2589.604
2020.11.30 10:01:09 017,36,36,37,34,38,3.08,1.268,796.801,796.801,796.801,796.801
2020.11.30 10:01:10 026,36,37,37,35,37,2.951,1.156,796.801,796.801,796.801,796.801
2020.11.30 10:01:11 035,36,37,37,35,38,3.201,1.407,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:01:12 042,36,36,37,35,38,2.89,1.096,796.801,796.801,796.801,796.801
2020.11.30 10:01:13 051,36,37,37,35,38,3.075,1.273,796.801,796.801,796.801,796.801
2020.11.30 10:01:14 059,36,36,37,35,38,2.972,1.168,796.801,796.801,796.801,796.801
2020.11.30 10:01:15 067,36,37,36,35,38,3.167,1.359,1195.202,1195.202,896.402,896.402
2020.11.30 10:01:16 076,36,37,37,35,38,2.972,1.169,1792.803,1792.803,1792.803,1494.003
2020.11.30 10:01:17 085,36,37,37,35,37,3.036,1.25,796.801,796.801,796.801,796.801
2020.11.30 10:01:18 095,35,36,36,35,38,3.008,1.21,796.801,796.801,796.801,796.801
2020.11.30 10:01:19 103,36,36,37,35,38,3.191,1.383,796.801,796.801,796.801,796.801
2020.11.30 10:01:20 112,36,37,37,35,38,2.825,1.028,796.801,796.801,796.801,796.801
2020.11.30 10:01:21 120,36,37,37,35,37,3.081,1.281,1593.603,1593.603,2689.205,2689.205
2020.11.30 10:01:22 130,36,36,37,35,38,3.036,1.235,796.801,796.801,796.801,796.801
2020.11.30 10:01:23 137,36,37,37,35,38,3.506,1.697,796.801,796.801,796.801,796.801
2020.11.30 10:01:24 146,36,37,37,35,38,2.84,1.044,2390.404,2390.404,2390.404,2091.604
2020.11.30 10:01:25 153,37,37,36,34,38,3.076,1.28,1195.202,1593.602,1593.602,1992.003
2020.11.30 10:01:26 163,36,37,37,35,38,3.603,1.791,796.801,796.801,796.801,796.801
2020.11.30 10:01:27 172,36,37,37,34,38,2.876,1.073,796.801,796.801,796.801,796.801
2020.11.30 10:01:28 179,36,37,37,35,38,3.376,1.571,796.801,796.801,796.801,796.801
2020.11.30 10:01:29 188,36,37,37,35,38,3.194,1.392,896.401,796.801,796.801,796.801
2020.11.30 10:01:30 196,36,36,37,35,38,2.749,0.945,1992.003,1992.003,2390.404,2390.404
2020.11.30 10:01:31 204,36,36,37,35,38,3.07,1.271,796.801,796.801,796.801,796.801
2020.11.30 10:01:32 213,36,36,36,35,38,3.113,1.318,796.801,796.801,796.801,796.801
2020.11.30 10:01:33 221,36,36,37,35,38,2.909,1.12,796.801,796.801,796.801,796.801
2020.11.30 10:01:34 229,36,36,37,35,38,3.23,1.435,796.801,796.801,796.801,796.801
2020.11.30 10:01:35 241,35,37,38,34,38,3.177,1.376,1792.803,1792.803,1792.803,1494.003
2020.11.30 10:01:36 250,37,37,40,36,40,2.93,1.123,2689.204,2689.204,2788.804,2689.204
2020.11.30 10:01:37 258,36,37,37,35,38,2.966,1.159,796.801,796.801,796.801,796.801
2020.11.30 10:01:38 266,36,36,37,35,38,3.124,1.312,796.801,796.801,796.801,796.801
2020.11.30 10:01:39 275,36,36,38,35,38,3.153,1.345,1792.803,1494.002,1494.002,1195.202
2020.11.30 10:01:40 284,36,37,38,35,38,3.167,1.369,2689.205,2390.404,2390.404,2390.404
2020.11.30 10:01:41 292,36,37,37,35,38,3.149,1.343,796.801,796.801,796.801,796.801
2020.11.30 10:01:42 300,36,37,37,35,38,3.135,1.323,796.801,796.801,796.801,796.801
2020.11.30 10:01:43 307,36,37,37,35,38,3.013,1.214,796.801,796.801,796.801,796.801
2020.11.30 10:01:44 315,36,37,37,35,38,2.964,1.17,796.801,796.801,796.801,796.801
2020.11.30 10:01:45 325,38,41,38,36,41,3.418,1.625,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:01:46 336,37,38,38,36,38,3.112,1.314,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:01:47 345,36,36,37,34,37,2.78,0.972,796.801,796.801,796.801,796.801
2020.11.30 10:01:48 352,36,37,37,35,37,2.962,1.17,796.801,796.801,796.801,796.801
2020.11.30 10:01:49 361,36,37,37,35,38,3.053,1.246,2390.404,2390.404,2390.404,2390.404
2020.11.30 10:01:50 370,36,37,37,35,38,2.972,1.161,796.801,796.801,796.801,796.801
2020.11.30 10:01:51 380,35,37,37,35,37,3.229,1.418,796.802,796.802,796.802,796.802
2020.11.30 10:01:52 388,36,36,37,35,38,3.213,1.388,796.801,796.801,796.801,796.801
2020.11.30 10:01:53 396,36,37,37,35,37,3.07,1.26,2390.405,2390.405,2390.405,2091.604
2020.11.30 10:01:54 404,36,43,38,36,42,2.858,1.048,2490.004,2490.004,2689.204,2689.204
2020.11.30 10:01:55 415,35,37,37,35,38,2.858,1.068,796.801,796.801,796.801,796.801
2020.11.30 10:01:56 425,36,36,37,35,38,3.041,1.248,796.801,796.801,796.801,796.801
2020.11.30 10:01:57 434,36,37,37,35,39,3.282,1.467,796.801,796.801,796.801,796.801
2020.11.30 10:01:58 442,36,37,37,35,38,2.826,1.027,2589.605,2589.605,2589.605,2589.605
2020.11.30 10:01:59 449,38,37,37,35,38,3.061,1.273,1992.003,2390.404,2390.404,2390.404
2020.11.30 10:02:00 463,36,40,38,40,40,3.185,1.388,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:02:01 482,36,36,37,35,38,2.734,0.938,796.801,796.801,796.801,796.801
2020.11.30 10:02:02 490,36,37,37,35,38,3.392,1.579,796.801,796.801,796.801,796.801
2020.11.30 10:02:03 499,36,38,37,35,38,3.201,1.4,796.801,796.801,796.801,796.801
2020.11.30 10:02:04 508,36,37,37,36,38,3.155,1.364,2091.604,2091.604,1792.803,1792.803
2020.11.30 10:02:05 517,36,36,37,35,38,2.658,0.862,796.801,796.801,796.801,2589.604
2020.11.30 10:02:06 526,35,36,37,35,38,3.059,1.255,796.801,796.801,796.801,796.801
2020.11.30 10:02:07 533,36,37,37,35,38,3.098,1.297,796.801,796.801,796.801,796.801
2020.11.30 10:02:08 542,37,39,39,38,39,3.416,1.612,2788.805,2689.205,2788.805,2788.805
2020.11.30 10:02:09 550,36,37,37,35,38,2.719,0.924,796.801,796.801,796.801,796.801
2020.11.30 10:02:10 560,36,36,37,35,38,3.094,1.307,796.801,796.801,796.801,796.801
2020.11.30 10:02:11 568,37,39,38,36,39,3.107,1.324,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:02:12 576,36,37,37,35,38,2.93,1.146,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:02:13 585,36,36,37,35,38,2.958,1.17,796.801,796.801,796.801,796.801
2020.11.30 10:02:14 592,36,37,37,35,38,3.399,1.616,796.801,796.801,796.801,796.801
2020.11.30 10:02:15 600,36,36,37,35,37,2.878,1.087,2490.004,2788.805,2788.805,2788.805
2020.11.30 10:02:16 608,36,37,37,35,38,3.354,1.56,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:02:17 616,35,37,37,35,38,2.974,1.181,796.801,796.801,796.801,796.801
2020.11.30 10:02:18 625,36,37,37,35,38,3.21,1.412,796.801,796.801,796.801,796.801
2020.11.30 10:02:19 635,36,36,38,35,38,2.886,1.089,1494.003,1195.202,1195.202,896.402
2020.11.30 10:02:20 644,36,37,37,35,38,3.219,1.432,796.801,796.801,796.801,796.801
2020.11.30 10:02:21 652,36,37,37,35,38,3.054,1.264,796.801,796.801,796.801,796.801
2020.11.30 10:02:22 661,36,37,37,35,39,3.036,1.247,796.801,796.801,796.801,796.801
2020.11.30 10:02:23 670,36,36,37,35,38,2.924,1.134,796.801,796.801,2589.604,2589.604
2020.11.30 10:02:24 679,36,36,37,35,38,3.062,1.265,796.801,796.801,796.801,796.801
2020.11.30 10:02:25 688,40,44,42,40,44,5.003,3.2,2490.004,2689.205,2689.205,2689.205
2020.11.30 10:02:26 697,52,52,49,50,52,10.748,8.9,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:02:27 705,52,48,48,50,52,17.502,15.407,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:02:28 713,48,48,48,49,49,16.117,14.186,2490.005,2490.005,2490.005,2490.005
2020.11.30 10:02:29 723,48,45,46,43,47,11.143,9.3,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:02:30 733,46,48,45,48,48,10.557,8.717,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:02:31 742,43,44,45,49,49,12.267,10.413,2689.205,2689.205,2689.205,2589.604
2020.11.30 10:02:32 751,43,42,50,41,50,9.916,8.101,2689.204,2689.204,2589.604,2490.004
2020.11.30 10:02:33 760,43,43,49,48,49,11.013,9.148,2589.604,2689.204,2589.604,2589.604
2020.11.30 10:02:34 768,45,43,51,51,51,10.644,8.77,2490.004,2490.004,2490.004,2589.604
2020.11.30 10:02:35 778,44,43,50,42,50,12.581,10.745,2589.604,2689.204,2589.604,2490.004
2020.11.30 10:02:36 787,43,47,45,41,47,9.652,7.806,2490.004,2490.004,2589.604,2689.205
2020.11.30 10:02:37 796,48,43,49,41,49,9.343,7.533,2589.604,2589.604,2490.004,2689.204
2020.11.30 10:02:38 805,42,42,50,40,50,9.039,7.241,2589.604,2589.604,2490.004,2490.004
2020.11.30 10:02:39 814,42,42,51,40,51,8.923,7.132,2689.204,2589.604,2689.204,2490.004
2020.11.30 10:02:40 823,51,43,44,41,51,9.322,7.495,2689.204,2689.204,2589.604,2589.604
2020.11.30 10:02:41 832,45,43,51,47,51,10.104,8.296,2589.604,2589.604,2689.205,2490.004
2020.11.30 10:02:42 841,50,45,47,47,50,12.327,10.458,2490.004,2589.604,2589.604,2490.004
2020.11.30 10:02:43 850,47,46,48,47,48,11.893,10.017,2490.004,2490.004,2589.604,2490.004
2020.11.30 10:02:44 859,43,50,44,42,50,9.648,7.832,2689.204,2589.604,2689.204,2490.004
2020.11.30 10:02:45 867,46,47,46,47,47,9.543,7.748,2490.004,2490.004,2589.604,2589.604
2020.11.30 10:02:46 876,46,46,49,49,49,12.662,10.816,2589.604,2490.004,2490.004,2589.604
2020.11.30 10:02:47 884,43,44,51,41,51,10.065,8.201,2589.604,2589.604,2589.604,2490.004
2020.11.30 10:02:48 899,43,42,48,41,48,8.791,6.922,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:02:49 907,41,42,44,50,50,8.699,6.882,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:02:50 916,42,42,49,40,49,8.48,6.681,2589.604,2490.004,2788.805,2689.204
2020.11.30 10:02:51 924,42,50,44,40,50,8.645,6.844,2589.604,2589.604,2689.204,2689.204
2020.11.30 10:02:52 933,43,42,50,40,50,8.466,6.686,2689.205,2490.004,2689.205,2589.604
2020.11.30 10:02:53 941,43,42,50,42,50,8.707,6.914,2589.604,2490.004,2589.604,2589.604
2020.11.30 10:02:54 950,42,42,49,41,49,8.675,6.882,2689.204,2589.604,2689.204,2689.204
2020.11.30 10:02:55 958,41,41,50,40,50,8.486,6.702,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:02:56 967,42,42,45,41,45,8.482,6.672,1195.202,1195.202,796.801,796.801
2020.11.30 10:02:57 976,42,50,43,42,50,8.689,6.902,2689.205,2788.805,2589.604,2490.004
2020.11.30 10:02:58 985,42,43,44,49,49,8.828,7.035,2589.604,2689.204,2689.204,2788.805
2020.11.30 10:02:59 993,41,41,50,40,50,8.666,6.862,2589.604,2490.004,2689.205,2490.004
2020.11.30 10:03:01 002,43,41,50,40,50,8.826,7.027,2589.604,2689.204,2689.204,2689.204
2020.11.30 10:03:02 011,42,42,50,41,50,8.678,6.897,2689.205,2689.205,2788.805,2689.205
2020.11.30 10:03:03 019,44,44,46,46,46,8.531,6.748,2490.004,2589.604,2589.604,2490.004
2020.11.30 10:03:04 027,41,42,47,41,47,8.522,6.75,2490.004,2589.604,2689.204,2689.204
2020.11.30 10:03:05 035,42,42,50,40,50,8.405,6.628,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:03:06 047,42,42,50,40,50,8.816,7.027,2689.204,2689.204,2689.204,2490.004
2020.11.30 10:03:07 055,41,42,45,48,48,8.385,6.62,2689.205,2689.205,2788.805,2689.205
2020.11.30 10:03:08 064,50,42,44,40,50,8.572,6.797,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:03:09 072,41,41,51,41,51,8.484,6.703,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:03:10 081,41,44,46,42,46,8.607,6.823,2490.004,2689.205,2689.205,2689.205
2020.11.30 10:03:11 090,43,42,51,40,51,8.416,6.633,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:03:12 099,44,42,49,42,49,8.495,6.687,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:03:13 108,45,42,44,45,45,8.639,6.851,2689.205,2689.205,2689.205,2589.604
2020.11.30 10:03:14 116,46,43,45,42,46,9.003,7.181,2490.004,2589.604,2589.604,2490.004
2020.11.30 10:03:15 125,46,43,47,41,47,9.13,7.328,2490.004,2490.004,2589.604,2490.004
2020.11.30 10:03:16 134,43,45,46,44,46,9.707,7.874,2589.604,2689.204,2589.604,2490.004
2020.11.30 10:03:17 143,44,44,46,45,46,9.549,7.726,2589.604,2589.604,2589.604,2490.004
2020.11.30 10:03:18 152,43,44,45,42,45,9.184,7.365,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:03:19 160,46,45,43,41,46,8.74,6.916,2689.204,2490.004,2689.204,2689.204
2020.11.30 10:03:20 169,46,43,45,42,46,8.867,7.054,2589.604,2689.205,2490.004,2689.205
2020.11.30 10:03:21 178,49,44,43,45,49,8.869,7.052,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:03:22 187,52,43,44,41,52,9.004,7.208,2589.604,2589.604,2490.004,2589.604
2020.11.30 10:03:23 195,43,43,45,51,51,9.108,7.305,2589.604,2490.004,2689.204,2689.204
2020.11.30 10:03:24 203,42,42,44,48,48,9.018,7.22,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:03:25 212,46,45,44,41,46,8.984,7.179,2589.604,2689.205,2689.205,2689.205
2020.11.30 10:03:26 221,43,48,45,41,48,8.926,7.155,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:03:27 229,43,42,47,43,47,8.815,7.009,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:03:28 238,46,45,47,50,50,9.581,7.792,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:03:29 246,45,51,46,43,51,10.469,8.66,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:03:30 254,45,47,45,43,47,9.69,7.891,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:03:31 263,43,42,50,41,50,8.668,6.875,2689.205,2689.205,2689.205,2490.004
2020.11.30 10:03:32 271,43,42,52,40,52,8.766,6.967,2689.204,2490.004,2788.805,2689.204
2020.11.30 10:03:33 279,48,42,44,40,48,8.53,6.736,2589.604,2589.604,2689.204,2589.604
2020.11.30 10:03:34 287,45,50,45,45,50,8.481,6.676,2589.604,2689.204,1195.202,1195.202
2020.11.30 10:03:35 297,43,42,47,42,47,8.989,7.179,2689.205,2589.604,2689.205,2490.004
2020.11.30 10:03:36 307,49,43,43,41,49,8.511,6.729,2490.004,2689.204,2689.204,2689.204
2020.11.30 10:03:37 315,49,43,43,40,49,8.671,6.891,2689.204,2689.204,2689.204,2490.004
2020.11.30 10:03:38 324,43,44,44,50,50,8.786,6.999,2689.205,2589.605,2689.205,2589.605
2020.11.30 10:03:39 333,49,46,44,43,49,9.047,7.259,2589.604,2589.604,2589.604,2689.204
2020.11.30 10:03:40 342,43,44,45,49,49,8.277,6.516,2589.604,2490.004,2589.604,2589.604
2020.11.30 10:03:41 350,42,42,46,44,46,8.799,6.994,2589.605,2689.205,2689.205,2589.605
2020.11.30 10:03:42 358,41,42,43,50,50,7.921,6.142,2490.004,2589.604,2490.004,2589.604
2020.11.30 10:03:43 367,43,42,52,40,52,8.893,7.073,2589.604,2490.004,2689.204,2689.204
2020.11.30 10:03:44 376,41,42,48,41,48,8.487,6.703,2589.604,2689.205,2589.604,2689.205
2020.11.30 10:03:45 384,42,43,49,41,49,8.832,7.035,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:03:46 393,43,42,54,41,54,8.765,6.955,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:03:47 402,43,46,46,47,47,8.628,6.821,2589.604,2689.205,2589.604,2490.004
2020.11.30 10:03:48 411,43,43,51,42,51,9.087,7.299,2689.204,2589.604,2689.204,2689.204
2020.11.30 10:03:49 419,48,47,46,42,48,8.936,7.153,2490.004,2490.004,2589.604,2589.604
2020.11.30 10:03:50 428,51,43,45,41,51,8.881,7.084,2689.205,2490.004,2689.205,2589.604
2020.11.30 10:03:51 437,43,42,51,42,51,8.895,7.1,2689.205,2689.205,2589.604,2490.004
2020.11.30 10:03:52 446,43,42,53,41,53,9.023,7.218,2689.204,2689.204,2788.804,2689.204
2020.11.30 10:03:53 454,43,42,51,41,51,8.625,6.843,2689.204,2689.204,2689.204,2589.604
2020.11.30 10:03:54 463,43,44,45,50,50,8.788,6.992,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:03:55 471,46,42,48,44,48,8.834,7.065,2689.205,2689.205,2490.004,2490.004
2020.11.30 10:03:56 480,41,42,44,48,48,8.313,6.53,2689.205,2589.604,2490.004,2589.604
2020.11.30 10:03:57 489,43,51,43,42,51,8.84,7.028,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:03:58 498,43,42,51,41,51,8.9,7.105,2589.604,2589.604,2689.205,2689.205
2020.11.30 10:03:59 506,44,43,46,45,46,8.911,7.141,2490.004,2490.004,2589.604,2589.604
2020.11.30 10:04:00 515,42,43,50,42,50,8.964,7.17,2589.604,2689.204,2788.804,2589.604
2020.11.30 10:04:01 523,43,42,53,42,53,9.253,7.456,2689.205,2490.004,2689.205,2689.205
2020.11.30 10:04:02 532,43,43,52,42,52,9.272,7.47,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:04:03 541,45,48,47,44,48,9.306,7.502,2589.604,2689.204,2589.604,2689.204
2020.11.30 10:04:04 549,43,42,50,43,50,8.695,6.93,2689.205,2589.604,2689.205,2689.205
2020.11.30 10:04:05 559,43,42,50,41,50,8.715,6.928,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:04:06 568,47,43,49,42,49,8.89,7.098,2490.004,2589.604,2490.004,2689.205
2020.11.30 10:04:07 577,43,43,51,41,51,8.827,7.036,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:04:08 585,43,42,45,52,52,9.011,7.223,2689.204,2589.604,2689.204,2689.204
2020.11.30 10:04:09 594,43,42,49,42,48,9.099,7.306,2589.604,2589.604,2689.204,2689.204
2020.11.30 10:04:10 603,52,43,44,41,52,8.503,6.714,2689.204,2589.604,2589.604,2689.204
2020.11.30 10:04:11 611,42,42,46,50,50,8.935,7.132,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:04:12 619,42,42,45,50,50,8.706,6.917,2689.204,2689.204,2689.204,2689.204
2020.11.30 10:04:13 627,43,42,49,42,48,8.836,7.04,2589.604,2589.604,2689.204,2689.204
2020.11.30 10:04:14 636,43,43,49,42,49,8.87,7.066,2589.604,2589.604,2689.205,2589.604
2020.11.30 10:04:15 644,43,42,47,48,48,8.797,7.013,2689.204,2689.204,2689.204,2490.004
2020.11.30 10:04:16 653,42,42,45,49,49,8.309,6.531,2490.004,2689.204,2589.604,2589.604
2020.11.30 10:04:17 662,43,43,50,42,50,9.086,7.291,2490.004,2589.604,2490.004,2490.004
2020.11.30 10:04:18 671,43,42,50,41,50,8.794,6.999,2689.205,2689.205,2589.604,2689.205
2020.11.30 10:04:19 679,42,43,45,52,52,8.924,7.143,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:04:20 688,43,42,51,42,51,9.15,7.351,2689.204,2689.204,2589.604,2689.204
2020.11.30 10:04:21 697,49,44,46,43,50,9.071,7.276,2589.604,2490.004,2589.604,2589.604
2020.11.30 10:04:22 706,43,46,46,42,46,8.992,7.21,2689.204,2689.204,2689.204,2589.604
2020.11.30 10:04:23 714,43,50,44,43,50,8.942,7.153,2689.205,2589.604,2689.205,2689.205
2020.11.30 10:04:24 723,41,48,44,42,48,8.736,6.955,2689.204,2589.604,2689.204,2689.204
2020.11.30 10:04:25 732,42,53,44,42,53,8.591,6.818,2689.204,2788.805,2689.204,2490.004
2020.11.30 10:04:26 740,43,50,45,42,50,8.95,7.167,2689.204,2490.004,2589.604,2689.204
2020.11.30 10:04:27 749,44,47,46,43,47,9.003,7.2,2589.604,2689.204,2689.204,2689.204
2020.11.30 10:04:28 758,44,43,51,42,52,8.814,7.033,2689.204,2589.604,2589.604,2689.204
2020.11.30 10:04:29 766,44,46,46,43,46,9.07,7.273,2589.604,2589.604,2589.604,2490.004
2020.11.30 10:04:30 775,43,43,51,42,51,8.954,7.144,2589.604,2689.204,2490.004,2490.004
2020.11.30 10:04:31 784,43,52,44,42,51,8.972,7.175,2689.204,2589.604,2490.004,2589.604
2020.11.30 10:04:32 793,44,49,44,42,49,9.046,7.265,2490.004,2490.004,2490.004,2589.604
2020.11.30 10:04:33 801,43,43,52,42,52,9.175,7.373,2490.004,2490.004,2589.604,2689.204
2020.11.30 10:04:34 810,43,50,44,42,50,8.889,7.094,2589.604,2689.205,2689.205,2689.205
2020.11.30 10:04:35 819,51,44,44,42,51,8.823,7.042,2788.804,2589.604,2689.204,2589.604
2020.11.30 10:04:36 828,43,43,49,42,49,8.567,6.787,2689.205,2689.205,2490.004,2589.604
2020.11.30 10:04:37 837,43,51,44,43,51,8.866,7.063,2689.204,2589.604,2689.204,2589.604
2020.11.30 10:04:38 846,45,45,47,47,47,9.597,7.76,2589.604,2589.604,2589.604,2589.604
2020.11.30 10:04:39 856,45,44,46,45,46,9.471,7.625,2589.604,2490.004,2490.004,2490.004
2020.11.30 10:04:40 865,43,43,49,41,49,8.914,7.095,2589.604,2689.205,2589.604,2689.205
2020.11.30 10:04:41 873,43,53,44,43,53,8.942,7.14,2589.604,2589.604,2589.604,2689.204
2020.11.30 10:04:42 882,47,47,46,48,48,9.328,7.523,2490.004,2490.004,2490.004,2490.004
2020.11.30 10:04:43 891,45,47,46,45,47,9.615,7.764,2490.004,2689.204,2490.004,2490.004
2020.11.30 10:04:44 900,43,43,46,52,52,9.198,7.378,2689.205,2589.604,2689.205,2589.604
2020.11.30 10:04:45 909,43,51,44,42,51,8.932,7.135,2589.604,2689.204,2589.604,2689.204
2020.11.30 10:04:46 918,44,47,46,43,47,8.801,7.004,2490.004,2589.604,2689.204,2490.004
2020.11.30 10:04:47 927,43,43,46,47,47,9.195,7.392,2689.204,2689.204,2490.004,2589.604
2020.11.30 10:04:48 942,45,52,45,42,52,9.085,7.279,2490.004,2689.204,2490.004,2689.204
2020.11.30 10:04:49 951,45,45,45,44,45,9.346,7.527,2589.604,2689.204,2689.204,2589.604
2020.11.30 10:04:50 960,52,45,46,46,53,9.03,7.222,2490.004,2490.004,2490.004,2589.604
2020.11.30 10:04:51 968,52,44,44,42,52,9.61,7.815,2589.604,2689.205,2589.604,2689.205
2020.11.30 10:04:52 977,43,43,45,50,50,8.636,6.854,2689.205,2689.205,2689.205,2689.205
2020.11.30 10:04:53 986,45,45,47,44,47,9.31,7.5,2589.604,2490.004,2490.004,2490.004
2020.11.30 10:04:54 995,48,45,46,43,48,9.591,7.772,2589.604,2589.604,2589.604,2689.204
2020.11.30 10:04:56 004,47,46,46,44,47,10.08,8.257,2689.205,2589.604,2589.604,2589.604
2020.11.30 10:04:57 012,47,45,46,44,47,9.667,7.851,2589.604,2689.204,2589.604,2689.204
2020.11.30 10:04:58 022,49,45,46,44,49,9.619,7.794,2689.204,2689.204,2490.004,2689.204
